tag,Temp_amb,Transparencia,Temp_agua,Oxidacion,Conductividad,pH,Sulfuros,pH_CEA,OD,Hierro,DQO,DBO,Colif_Fecales,Colif_Totales,SST,Alc_Total,Cl-Total,Conductividad,Dureza,Fl,P_Total,Nitratos,Nitritos,N_total,SDT,SS,Solidos_Totales,Sulfatos,Al,As,Ba,Cu,Mn,Pb,Na,Zn,Turbiedad,Año,Mes,Est
01-jul-18,27,0.1,24.37,3.19,0.931,7.64,4.2,8.6,4.23,0.554,187.88,42.24,460000,460000,62,404.97,75.19,969.5,167.55,0.68,1.62,0.1,0.01,10.74,683,0.1,745,10,1.2109,0.0025,0.1208,0.05,0.1,0.0025,120,0.033,60,18,7,1
02-jul-18,27,0.15,25.3,3.41,0.925,7.38,3.7,9.1,11.52,0.106,236.22,29.98,430,930,87,460.25,85.45,1025,179.24,0.67,1.45,0.1,0.01,11.82,701,0.1,788,10,0.0816,0.0025,0.1342,0.05,0.052,0.0025,134.7,0.02,100,18,7,2
03-jul-18,,,,,,,3.78,9.2,12.6,0.078,228.97,28.98,230,430,77,454.07,86.27,1023,180.83,0.62,1.48,0.1,0.01,10.91,741,0.1,818,10,0.0716,0.0025,0.1211,0.05,0.052,0.0025,133.5,0.02,120,18,7,3
04-jul-18,,,,,,,3.58,9.1,9.4,0.098,206.01,41.88,230,230,73,454.89,84.86,1029,182.22,0.62,1.47,0.1,0.01,13.37,720,0.1,793,10,0.1578,0.0025,0.1778,0.05,0.051,0.0025,137.1,0.066,80,18,7,4
05-jul-18,27,0.1,24.75,4.34,0.927,7.54,3.74,9,14.18,0.146,203.29,33.12,430,430,107,455.92,88.65,1017,194.91,0.77,1.49,0.1,0.01,10.39,697,0.1,804,10,0.2862,0.0025,0.1637,0.05,0.05,0.0025,134.5,0.026,90,18,7,5
01-ago-18,25,0.2,25.51,3,0.944,7.33,3.19,8.2,1.49,0.185,175.49,21.3,24000,46000,30,455.07,76.6,1031,163.94,0.92,1.87,0.1,0.01,14.56,701,0.2,731,11.02,0.4578,0.0025,0.1708,0.05,0.109,0.0025,121.8,0.021,23,18,8,1
02-ago-18,27,0.35,26.76,0.97,0.917,7.23,1.67,8.9,6.55,0.14,195.13,20.1,4600,4600,48,474.38,81.62,1049,177.01,1,1.34,0.1,0.029,9.68,692,0.1,740,10,0.299,0.0025,0.1561,0.05,0.69,0.0025,126.3,0.14,55,18,8,2
03-ago-18,24,0.2,25.23,0.73,0.967,7.24,1.83,8.9,6.06,0.05,206.01,18.54,40,90,38,466.69,82.81,1059,175.03,0.97,1.27,0.1,0.01,16.56,703,0.1,741,10,0.1306,0.0025,0.1732,0.05,0.063,0.0025,130.8,0.034,60,18,8,3
04-ago-18,23,0.2,24.6,3.21,0.965,7.3,1.38,8.4,2.82,0.07,217.79,24.72,430,430,31,476.54,81.16,1068,169.69,0.9,1.67,0.1,0.01,10.74,722,0.1,753,11.22,0.1427,0.0025,0.1522,0.05,0.094,0.0025,127.5,0.037,33,18,8,4
05-ago-18,25,0.15,24.52,2.4,0.965,7.3,1.32,8.6,4.84,0.06,185.76,24.3,40,230,36,478.71,82.08,1067,203.54,1,1.38,0.1,0.01,12.57,740,0.1,776,10.42,0.1707,0.0025,0.1727,0.05,0.08,0.0025,134.1,0.041,50,18,8,5
01-sep-18,26,0.12,24.28,3.4,0.952,7.47,1.8,9.1,6.15,1.154,186.07,24.36,150000,460000,64,348.38,64.09,824.7,174.81,0.71,1.59,0.1,0.01,10.39,597,0.1,661,10,1.525,0.0025,0.0889,0.05,0.2,0.0025,100.6,0.02,90,18,9,1
02-sep-18,25,0.11,25.54,3.53,0.777,7.37,1.6,9.2,5.87,0.103,181.84,14.07,430,930,70,437.37,82.87,1066,177.98,0.8,1.43,0.1,0.01,9.94,714,0.1,784,10,0.1503,0.0025,0.1069,0.05,0.052,0.0025,130.5,0.02,80,18,9,2
03-sep-18,24,0.11,24.49,5,0.946,7.36,1.32,9.4,7.75,0.088,206.31,17.58,430,430,109,450.19,84.36,1062,204.74,0.89,1.32,0.1,0.01,9.2,632,0.1,741,10,0.1017,0.0025,0.0897,0.05,0.05,0.0025,134.1,0.02,80,18,9,3
04-sep-18,24,0.11,23.77,3.21,0.952,7.41,0.74,9.2,6.81,0.107,174.89,18.06,150,430,64,428.04,82.96,1063,206.52,0.82,1.34,0.1,0.01,10.62,705,0.1,769,10,0.0925,0.0025,0.0772,0.05,0.05,0.0025,132.8,0.02,70,18,9,4
05-sep-18,26,0.12,24.38,7.44,0.947,7.42,1.04,9.3,5.85,0.183,188.79,20.4,70,210,70,436.2,85.09,1066,190.87,0.79,1.38,0.1,0.01,9.08,715,0.1,785,10,0.1422,0.0025,0.0896,0.05,0.052,0.0025,133.5,0.02,80,18,9,5
01-oct-18,27,0.12,24,10.19,0.912,7.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,10,1
02-oct-18,26,0.11,24.94,12.51,0.876,7.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,10,2
03-oct-18,26,0.12,24.19,11.1,0.914,7.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,10,3
04-oct-18,25,0.12,24.49,8.71,0.911,7.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,10,4
05-oct-18,26,0.12,24.83,13,0.908,7.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,10,5
01-nov-18,24,0.1,19.64,5.5,0.925,7.48,2.44,9.3,6.45,0.116,166.31,10.32,240000,240000,64,423.37,79.22,1035,179.7,0.72,1.62,0.1,0.01,9.88,695,0.1,759,10,0.213,0.0034,0.1921,0.05,0.064,0.0137,122.8,0.02,80,18,11,1
02-nov-18,20,0.12,17.41,1.87,0.904,7.6,2.23,9.7,8.75,0.101,161.15,12.66,40,40,55,440.12,82.82,1049,176.5,0.73,1.31,0.1,0.01,8.51,724,0.1,789,10,0.1816,0.0037,0.1793,0.05,0.05,0.0129,134.3,0.02,85,18,11,2
03-nov-18,21,0.12,19.17,6.95,0.919,7.39,1.82,9.6,8.61,0.17,204.69,19.98,40,40,120,444.26,83.97,1050,186.92,0.82,1.81,0.1,0.01,17.08,711,0.1,831,10,0.1863,0.0038,0.1882,0.05,0.05,0.0139,127.2,0.02,180,18,11,3
04-nov-18,21,0.1,19.59,6.28,0.926,7.43,2.93,9.6,9.11,0.074,164.59,14.13,70,70,764,433.82,82.91,1051,184.51,0.65,1.35,0.1,0.01,9.25,672,0.1,764,10,0.1503,0.0036,0.1792,0.05,0.05,0.019,127.5,0.02,85,18,11,4
05-nov-18,23,0.1,19.6,5.44,0.923,7.47,1.4,9.7,8.42,0.097,221.88,13.08,90,230,82,435.59,81.71,1049,152.71,0.76,1.31,0.1,0.01,20.05,683,0.1,765,10,0.1712,0.0043,0.1701,0.05,0.05,0.0214,126.6,0.02,85,18,11,5
01-dic-18,17,0.12,17.56,4.52,0.921,7.58,1.91,8.8,7.15,0.196,137.66,12.06,24000,46000,654,425.54,79.54,1035,200.45,0.76,1.71,0.1,0.01,8.77,654,0.1,706,10,0.2334,0.0056,0.1712,0.05,0.054,0.0025,129.3,0.02,80,18,12,1
02-dic-18,20,0.1,17.48,4.07,0.894,7.46,1.58,8.8,7.3,0.088,145.39,12.42,230,430,702,426.13,84.76,1053,177.54,0.7,1.46,0.1,0.01,12.39,702,0.1,759,10,0.0714,0.0025,0.1222,0.05,0.05,0.0025,132.9,0.072,90,18,12,2
03-dic-18,21,0.1,17.21,5.5,0.917,7.39,1.4,8.8,7.36,0.17,109.87,9.93,90,150,705,441.11,83.14,1054,179.73,0.77,1.4,0.1,0.01,9.56,705,0.1,755,10,0.1005,0.0093,0.1388,0.05,0.196,0.0025,129.9,0.02,85,18,12,3
04-dic-18,21,0.1,17.22,6.4,0.924,7.37,1.56,8.8,7.67,0.144,192.09,13.47,430,930,715,443.47,82.08,1052,180.93,0.75,1.52,0.1,0.01,13.23,715,0.1,772,10,0.2028,0.0053,0.1805,0.05,0.05,0.0025,129.2,0.02,80,18,12,4
05-dic-18,21,0.12,17.44,5.7,0.927,7.4,1.52,8.8,8.63,0.164,166.31,13.47,90,90,689,434.21,84.16,1050,183.52,0.82,1.42,0.1,0.01,8.77,689,0.1,761,10,0.1617,0.0069,0.1635,0.05,0.05,0.0025,129.9,0.02,95,18,12,5
01-ene-19,20,0.1,18.87,9.45,0.94,7.31,0.1,9.2,7.49,0.092,134.69,35.28,24000,24000,68,462.01,83.23,1075,185.24,3.8,1.51,0.13,0.01,10.25,713,0.1,781,10,0.1069,0.0152,0.1454,0.05,0.058,0.0059,125.1,0.022,40,19,1,1
02-ene-19,18,0.08,17.17,5.66,0.925,7.48,0.1,9.3,9.39,0.088,273.79,12.72,90,150,80,465.22,94.57,1078,183.07,3.81,1.26,0.27,0.1,11.3,723,0.1,803,10,0.1146,0.0188,0.1231,0.05,0.05,0.0061,131.1,0.02,45,19,1,2
03-ene-19,19,0.1,17.54,6.7,0.936,7.23,1.72,9.3,8.38,0.076,261.25,14.34,40,90,75,458.8,83.64,1083,187.02,2.3,1.38,0.11,0.01,10.57,736,0.1,811,10,0.1439,0.0097,0.1522,0.05,0.05,0.0054,131.2,0.02,45,19,1,3
04-ene-19,20,0.12,17.77,6.5,0.938,7.36,0.1,9.3,8.25,0.062,244.62,12.54,90,90,80,480.88,82.73,1082,197.7,2.47,1.26,0.12,0.01,10.64,725,0.1,805,10,0.1068,0.0158,0.1279,0.05,0.05,0.0079,131.1,0.024,38,19,1,4
05-ene-19,22,0.1,19.45,9.95,0.94,7.38,0.1,9.3,9.89,0.076,277,18.03,90,230,78,456.39,81.54,1080,197.7,2.72,1.49,0.12,0.01,10.81,749,0.1,827,10,0.1408,0.0181,0.1285,0.05,0.05,0.0054,128.4,0.028,55,19,1,5
01-feb-19,25,0.12,19.59,4.57,0.979,7.41,1.97,9,9.96,0.14,234.11,16.95,9300,24000,74,425.86,82.7,1059,167.16,1.39,1.85,0.68,0.01,10.62,740,0.1,813,10,0.1132,0.0025,0.1815,0.05,0.095,0.0025,131.6,2.856,75,19,2,1
02-feb-19,22,0.1,19.05,4.91,0.97,7.44,2.51,9.3,11.36,0.108,266.79,17.91,90,150,89,445.82,83.97,927,189.71,1.39,1.56,0.5,0.01,9.31,728,0.1,817,10,0.0727,0.0025,0.1794,0.05,0.052,0.0026,129.5,0.02,80,19,2,2
03-feb-19,23,0.1,19.33,6.41,0.972,7.4,2.57,9.2,11.2,0.12,246.95,16.17,90,230,89,471.55,84.16,1068,176.06,1.45,1.48,0.5,0.01,9.71,725,0.1,814,10,0.0432,0.0025,0.1574,0.05,0.051,0.0025,129.6,0.02,75,19,2,3
04-feb-19,23,0.12,19.48,5.61,0.974,7.44,1.02,9.2,13.3,0.081,234.99,13.65,430,930,83,462.72,84.84,1071,178.04,0.99,1.55,0.5,0.01,9.88,708,0.1,791,10,0.0769,0.0025,0.1368,0.05,0.058,0.0046,136.9,0.02,70,19,2,4
05-feb-19,23,0.12,19.24,4,0.975,7.44,1.38,9.2,10.33,0.102,238.49,14.67,430,430,80,464.26,85.39,1074,168.15,2.29,1.57,0.5,0.01,9.65,749,0.1,829,10,0.0983,0.0025,0.1723,0.05,0.05,0.0071,129.9,0.02,70,19,2,5
01-mar-19,,,,,,,0.91,9.3,10.67,0.129,278.88,20.01,4600,11000,90,474.46,86.19,1119,176.82,0.96,2.14,0.1,0.01,11.82,766,0,856,10,0.2022,0.0047,0.0964,0.05,0.05,0.0056,141.1,0.021,110,19,3,1
02-mar-19,,,,,,,0.83,9.2,7.38,0.12,272.83,17.37,150,430,90,474.07,93.35,1142,184.59,1.24,1.75,0.1,0.01,10.45,783,0.1,873,10,0.1139,0.0043,0.081,0.05,0.069,0.0054,135.6,0.02,110,19,3,2
03-mar-19,,,,,,,0.31,9.3,8.84,0.083,287.25,20.61,430,930,93,488.7,92.28,1152,188.79,1.52,1.54,0.1,0.01,10.05,772,0.1,865,10,0.0895,0.0025,0.0854,0.05,0.05,0.0067,141.4,0.02,100,19,3,3
04-mar-19,,,,,,,0.43,9.2,8.33,0.089,304.85,19.56,230,930,93,475.23,92.32,1152,175.98,1.37,1.6,0.1,0.01,10.39,771,0.1,864,10,0.1448,0.0031,0.0947,0.05,0.05,0.0063,141.9,0.029,100,19,3,4
05-mar-19,,,,,,,0.51,9.3,7.56,0.089,297.35,19.8,230,430,90,478.31,92.75,1156,178.08,1.59,1.58,0.1,0.01,10.28,785,0.1,875,10,0.0988,0.0025,0.0849,0.05,0.05,0.0065,144.9,0.64,110,19,3,5
01-abr-19,25,0.1,22.67,5.34,1.06,7.37,0.56,9.2,4.86,0.711,324.72,18.6,150000,150000,100,526.96,100.26,1186,155.76,0.84,1.69,0.1,0.01,13.4,823,0.1,923,10,0.5229,0.0025,0.2141,0.05,0.066,0.0081,149.4,0.028,50,19,4,1
02-abr-19,23,0.1,22.14,2.43,1.041,7.69,0.1,9.5,7.82,0.14,355.02,18.18,2400,2400,75,540.69,98.98,1199,140.8,0.93,1.26,0.1,0.01,12.39,827,0.1,902,10,0.2,0.0025,0.1807,0.05,0.05,0.0079,145,0.02,40,19,4,2
03-abr-19,23,0.1,21.09,2.25,1.067,7.46,0.1,9.4,8.27,0.087,329.34,18.99,390,1500,77,518.07,98.65,1201,155.32,0.98,1.28,0.1,0.01,11.54,822,0.1,899,10,0.1936,0.0025,0.2037,0.05,0.05,0.0073,146.4,0.033,40,19,4,3
04-abr-19,24,0.1,21.32,3.14,1.065,7.33,0.1,9.4,6.89,0.14,308.57,17.58,9300,9300,60,531,99.27,1197,160.6,0.8,1.4,0.18,0.01,10.87,836,0.1,896,10,0.3353,0.0025,0.2739,0.05,0.05,0.008,145.7,0.043,50,19,4,4
05-abr-19,24,0.1,21.74,2.15,1.07,7.3,1.12,9.4,7.71,0.108,381.84,18.15,15000,15000,83,531,99.36,1197,169.18,1.75,1.28,0.1,0.01,12.05,826,0.1,909,10,0.2242,0.0025,0.2095,0.05,0.05,0.0079,146.3,0.059,50,19,4,5
01-may-19,28,0.1,23.61,4.61,1.134,7.42,2.55,9.1,8.76,0.268,421.37,16.68,0.00429,930,107,618.32,107.7,1265,209.88,1.4,1.43,0.13,0.01,12.12,868,0.1,975,10,0.2611,0.0105,0.005,0.05,0.06,0.0155,158.3,0.03,90,19,5,1
02-may-19,28,0.1,21.28,0.95,1.14,7.64,3.27,9.2,8.03,0.169,329.05,21.51,0.0005,230,106,561.28,105.53,1239,201.52,4.66,1.54,0.14,0.01,11.39,876,0.1,982,10,0.4162,0.0025,0.005,0.05,0.062,0.0087,158.6,0.02,90,19,5,2
03-may-19,27,0.1,23.1,3.32,1.135,7.35,2.99,9.2,8.93,0.081,360.5,19.5,0.0005,230,104,574.4,106,1265,207.46,1.66,1.34,0.15,0.01,11.4,870,0.1,974,10,0.2335,0.0044,0.005,0.05,0.05,0.0098,165.1,0.02,95,19,5,3
04-may-19,27,0.1,24.08,4.38,1.132,7.36,4.6,9.3,10.76,0.085,369.73,22.41,0.0018987,230,115,583.49,106.85,1263,198.22,0.83,1.87,0.25,0.01,10.94,862,0.1,977,10,0.2013,0.0047,0.1262,0.05,0.05,0.0119,155.7,0.02,90,19,5,4
05-may-19,27,0.1,22.58,1.92,1.136,7.43,3.34,9.3,9.52,0.298,367.71,22.2,0.0005,230,117,613.78,103.46,1227,212.52,1.44,1.41,0.12,0.01,11.32,862,0.1,979,10,0.3166,0.0045,0.1405,0.05,0.05,0.0096,162,0.02,95,19,5,5
01-jun-19,26,0.1,24.7,5.24,1.153,7.61,1.02,8.7,7.23,0.333,208.95,12.18,24000,24000,80,486.8,106.39,1229,197.9,2.29,1.54,0.1,0.01,10.75,839,0.1,919,10,0.4674,0.0096,0.1229,0.05,0.057,0.0071,164.7,0.02,65,19,6,1
02-jun-19,26,0.08,21.64,2.08,1.131,7.76,0.81,8.9,6.93,0.195,290.82,27.54,750,1500,75,477.46,106.94,1250,151.16,2.28,1.35,0.1,0.01,10.98,881,0.1,956,10,0.3846,0.108,0.1674,0.05,0.052,0.0082,169.4,0.042,65,19,6,2
03-jun-19,27,0.1,24.37,3.34,1.155,7.6,1.02,8.9,9.47,0.191,229.96,25.02,430,930,58,449.07,106.49,1245,179.21,2.28,1.4,0.1,0.01,10.53,864,0.1,922,10,0.3705,0.0108,0.1255,0.05,0.05,0.0152,166.9,0.02,45,19,6,3
04-jun-19,27,0.1,26.93,6.7,1.159,7.61,0.63,9,6.91,0.139,260.23,29.16,90,230,63,473.35,107.4,1250,157.09,2.29,1.28,0.1,0.01,10.81,881,0.1,944,10,0.4158,0.0103,0.1127,0.05,0.05,0.0071,168.9,0.02,45,19,6,4
05-jun-19,28,0.1,24.3,5.4,1.153,7.69,1.1,9,6.06,0.817,256.22,34.98,90,230,100,485.68,107.22,1254,178.75,2.27,1.31,0.1,0.01,11.14,899,0.2,999,10,0.6396,0.0112,0.116,0.05,0.066,0.009,171.9,0.024,65,19,6,5
01-jul-19,22,0.1,23.9,1.72,1.087,7.32,2.14,7.6,4.16,2.295,96,18.42,1100000,1100000,52,275.38,47.95,722,72.15,0.7,1.78,0.1,0.01,7.49,491,0.3,543,114.44,0.3486,0.0025,0.1339,0.05,0.215,0.0303,82.1,0.032,50,19,7,1
02-jul-19,20,0.15,24,2,0.61,7.23,0.54,8.9,4.55,0.161,216.98,22.74,4600,11000,37,509.01,108.23,1235,131.31,1.38,1.57,0.1,0.01,10.18,859,0.1,896,10,0.1768,0.0025,0.0852,0.05,0.05,0.0419,161.7,0.02,65,19,7,2
03-jul-19,20,0.15,23.92,0.74,0.98,7.09,0.58,8.8,4.01,0.08,229.65,38.28,2400,4600,26,490.07,107.53,1224,131.08,0.96,1.52,0.1,0.01,9.42,845,0.1,871,10.28,0.1009,0.0025,0.0799,0.05,0.05,0.156,161,0.02,56,19,7,3
04-jul-19,21,0.1,23.68,2.6,1.052,7.25,0.34,8.7,3.34,0.285,155.19,26.7,24000,46000,25,446.22,97.11,1133,111.13,0.98,1.48,0.1,0.01,8.43,790,0.1,815,10.7,0.1889,0.0025,0.1695,0.05,0.064,0.0183,147,0.02,40,19,7,4
05-jul-19,22,0.1,23.74,2.33,1.08,7.3,0.77,8.8,4.34,0.184,198.75,34.92,930,1500,30,479.54,105.11,1204,126.67,1.9,1.56,0.1,0.01,9.36,840,0.2,870,10.32,0.1559,0.0044,0.1728,0.05,0.05,0.0494,158.1,0.03,65,19,7,5
01-ago-19,24,0.15,25,5.48,1.025,7.53,1.55,8.8,7.11,0.286,196.59,19.5,110000,110000,25,428.67,93.19,1115,185.16,3.55,1.61,0.14,0.01,8.74,773,0.1,798,10,0.2324,0.0025,0.1445,0.05,0.088,0.0025,141.3,1.504,25,19,8,1
02-ago-19,23,0.2,24,1.77,0.997,7.36,1.51,9.1,7.48,0.277,201.22,11.85,4600,11000,30,465.91,95.45,1144,199.68,2.5,1.42,0.14,0.02,7.2,778,0.1,818,10,0.172,0.0029,0.1403,0.05,0.5,0.0027,146.6,0.887,45,19,8,2
03-ago-19,23,0.15,23.39,3.63,1.0221,7.39,1.93,8.9,10.3,0.098,199.37,12.76,230,430,20,469.72,95.54,1135,183.74,2.66,1.45,0.11,0.01,7.67,792,0.1,812,10,0.1183,0.0039,0.1265,0.05,0.05,0.0025,146.6,1.559,55,19,8,3
04-ago-19,28,0.15,25.39,8.76,1.02,7.55,1.55,8.8,6.17,0.113,182.69,8.54,230,430,30,455.86,96.74,1145,183.97,3.3,1.35,0.12,0.01,7.44,778,0.1,808,10,0.1029,0.0025,0.1368,0.05,0.05,0.0045,143.4,0.02,45,19,8,4
05-ago-19,25,0.15,25.62,9.9,1.022,7.54,1.83,9.2,9.09,0.113,151.17,19.23,90,150,40,473.53,94.34,1148,194.21,2.05,1.29,0.11,0.01,7.9,772,0.1,812,10,0.1337,0.0025,0.1222,0.05,0.05,0.0025,146.2,0.583,55,19,8,5
01-sep-19,,,,,,,3.64,9,5.78,0.421,226.36,14.73,460000,460000,60,394.85,87.86,984,156.49,2.49,1.28,0.11,0.01,8.47,671,0.1,731,10,0.3078,0.0043,0.1495,0.05,0.066,0.0058,139.3,0.209,75,19,9,1
02-sep-19,,,,,,,1,9.3,6.57,0.09,132.35,10.95,230,430,73,429.47,95.94,1037,162.83,1.64,1.36,0.1,0.01,7.44,723,0.1,796,10,0.1488,0.0044,0.0177,0.05,0.05,0.0025,148.6,3.002,75,19,9,2
03-sep-19,,,,,,,0.36,9.3,7.19,0.094,237.03,14.22,430,430,60,420.5,94.92,1024,161.6,1.83,1.32,0.11,0.01,8.24,688,0.1,748,10,0.1023,0.0025,0.0453,0.05,0.05,0.003,147.6,0.031,65,19,9,3
04-sep-19,,,,,,,0.63,9.2,7.27,0.16,124.48,14.01,90,230,60,440.73,97.66,1039,160.38,2.58,1.38,0.1,0.01,7.84,721,0.1,781,10,0.0855,0.0025,0.012,0.05,0.05,0.0039,149.8,0.02,70,19,9,4
05-sep-19,,,,,,,0.52,9.2,6.95,0.215,137.76,13.89,430,430,67,450.56,95.06,1042,159.56,2.02,1.43,0.1,0.01,7.38,746,0.1,813,10,0.2373,0.0025,0.0167,0.05,0.05,0.0052,149.6,0.02,70,19,9,5
01-oct-19,20,0.12,22.93,3.05,1.008,7.42,0.82,9,9.38,0.548,513.6,19.98,11000,11000,63,398.99,89.43,1039,162.73,1.61,1.61,0.31,0.01,11.17,734,0.1,797,10,0.5017,0.0025,0.356,0.05,0.624,0.0025,141.6,0.02,70,19,10,1
02-oct-19,20,0.1,22.39,4.27,0.977,7.45,0.76,9.1,6.41,0.201,118.58,9.93,4600,4600,47,430.5,95.22,1090,160.72,1.29,1.29,0.28,0.01,8.38,740,0.1,787,10,0.3186,0.0025,0.239,0.05,0.05,0.0025,150.7,0.02,60,19,10,2
03-oct-19,21,0.1,22.73,2.7,1.005,7.44,0.81,9,5.89,0.204,108.82,7.53,430,430,50,416.25,89.25,1088,163.33,1.43,1.43,0.28,0.01,8.21,747,0.1,797,20.4,0.2007,0.0025,0.165,0.05,0.05,0.0025,149,0.02,65,19,10,3
04-oct-19,20.5,0.1,22.96,3.99,1.005,7.44,0.57,9.1,7.32,0.154,130.3,10.38,90,90,60,422.07,94.94,1085,162.93,1.42,1.42,0.28,0.01,8.1,748,0.1,808,10,0.1335,0.0025,0.141,0.05,0.05,0.0025,149.6,0.02,70,19,10,4
05-oct-19,19,0.1,22.77,1.41,1.009,7.41,0.52,9.1,7.11,0.255,128.34,12.87,930,930,57,216.35,96.1,1080,165.55,1.39,1.39,0.3,0.01,8.63,759,0.1,816,16.05,0.1428,0.0025,0.152,0.05,0.05,0.0052,148.5,0.02,75,19,10,5
01-nov-19,19,0.1,21.11,2,0.999,7.34,0.85,9.2,7.73,0.228,114.64,12.56,24000,46000,60,421.61,85.3,1030,156.53,3.39,2.18,0.84,0.014,9.1,686,0.1,746,25.24,0.2378,0.0025,0.237,0.05,0.062,0.0025,139.6,0.02,80,19,11,1
02-nov-19,20,0.1,19.77,2.28,0.955,7.48,0.44,9.1,7.43,0.173,124.48,12.34,90,90,66,439.62,95.1,1089,167.71,1.41,1.62,0.21,0.01,7.9,709,0.1,775,10,0.1652,0.0025,0.253,0.05,0.05,0.0031,149.5,0.101,80,19,11,2
03-nov-19,20,0.1,20.66,2.99,1.002,7.51,0.7,9.2,7.75,0.139,125.46,11.98,40,90,63,436.42,96.6,1083,156.93,1.27,1.6,0.23,0.01,8.09,722,0.1,785,10,0.099,0.004,0.189,0.05,0.05,0.0025,148.9,0.058,80,19,11,3
04-nov-19,20,0.1,21.74,7,1.003,7.47,0.12,9.5,8.53,0.16,125.46,13.5,90,90,72,448.02,95.32,1085,159.13,1.18,1.6,0.21,0.01,8.34,704,0.1,776,10,0.1171,0.0025,0.189,0.05,0.05,0.0025,149,0.033,80,19,11,4
05-nov-19,20,0.12,21.27,6.15,1.001,7.45,0.46,9.7,9.8,0.176,129.89,16.42,90,90,80,450.42,94.17,1104,160.33,1.42,1.52,0.26,0.01,8.06,726,0.1,806,10,0.2064,0.0037,0.211,0.05,0.05,0.0025,150,0.035,87.5,19,11,5
01-dic-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,12,1
02-dic-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,12,2
03-dic-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,12,3
04-dic-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,12,4
05-dic-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,12,5
01-ene-20,17,0.8,18.39,5.1,1.032,7.32,0.1,8.7,8.4,0.157,396.09,16.26,15000,15000,73,471.09,92.37,1731,161.07,1.47,1.78,0.47,0.01,10.92,754,0.1,827,10,0.254,0.0072,0.241,0.05,0.157,0.004,141.7,0.026,110,20,1,1
02-ene-20,21,0.1,19.06,5.32,0.997,7.42,0.43,8.8,6.65,0.132,249.67,12.21,90,90,68,477.65,97.61,1842,161.07,1.97,1.57,0.36,0.01,10.23,799,0.1,867,10,0.216,0.0075,0.244,0.05,0.05,0.0038,147.8,0.02,110,20,1,2
03-ene-20,19,0.1,17.85,3.17,1.036,7.43,0.1,8.7,6.92,0.11,294.63,14.16,40,40,69,479.29,97.24,1725,156.28,1.76,1.53,0.34,0.01,9.18,778,0.1,847,10,0.232,0.007,0.242,0.05,0.05,0.0053,147.5,0.02,100,20,1,3
04-ene-20,20,0.1,18.21,4.57,1.075,7.4,0.21,8.7,7.21,0.331,280.13,12.3,3,3,82,481.75,95.83,1794,163.06,1.4,1.67,0.37,0.01,9.44,773,0.1,855,10,0.586,0.005,0.206,0.05,0.05,0.0044,147.3,0.022,110,20,1,4
05-ene-20,22,0.1,17.81,4.8,1.033,7.42,0.1,8.7,7.92,0.126,273.33,19.41,40,40,68,492,96.07,1825,157.68,1.21,1.28,0.3,0.01,10.63,783,0.1,851,10,0.206,0.0055,0.204,0.05,0.05,0.0037,149.4,0.02,120,20,1,5
