"Variable","N","Media","D.E.","Min","Max","C.V."
"2020","60","0.72","0.48","0.27","2.6","67"
"2021","73","0.65","0.35","0.27","1.6","53"
"2022","72","0.67","0.31","0.2","1.6","46"
