"Variable","N","Media","D.E.","Min","Max","C.V."
"2020","60","0.1","0","0.1","0.1","0"
"2021","73","0.1","0","0.1","0.1","0"
"2022","72","0.1","0.0026","0.1","0.12","2.6"
