"Actinastrum sp","Anacystis","Ankistrodesmus","Ankistrodesmus falcatus","Aphanizomenon","Aphanocapsa","Arthrospira","Aulacoseira","Botryococcus","Ceratium","Cyclotella","Cylindrospermopsis","Cylindrospermun","Cymbella","Chlorella","Closterium","Coelastrum","Coelosphaerium","Chroococcus","Coscinodiscus","Crucigenia tetrapoda","Crucigenia irregularis","Dyctiosphaerium","Eudorina","Euglena","Gloeocapsa","Gomphosphaeria lacustris","Golenkinia","Fragilaria capuchina","Kirchneriella","Leptolyngbya","Lepocinclis","Lyngbya lagerhemii","Merismopedia","Micractinium","Microcystis sp","Monoraphidium tortilé","Monoraphidium griffithi","Navicula","Nitzschia","Oscillatoria ","Pandorina","Pachycladella","Phacus","Planktothrix","Planktolyngbya sp","Pseudanabaena","Raphidiopsis","Rivularia","Scenedesmus acuminatus","Scenedesmus cuadricauda","Scenedesmus dimorphus","Selenastrum","Snowella","Surirella","Staurastrum","Stephanodiscus","Synechococcus","Tetrastrum","Treubaria","Woronichinia","año","mes","est","fecha"
0,0,"8","1","2",0,0,"3",0,0,"3","177",0,0,"10",0,0,0,"2",0,"3",0,"3","10",0,0,0,"3",0,"5","48",0,0,"15",0,0,0,0,"2","2",0,0,0,0,"14",0,"5","11",0,"7",0,"4",0,0,0,0,0,0,0,0,"6","2016","2","LC-02",2016-02-01
"2",0,"26","3","4",0,0,"8",0,0,"2","1192",0,0,"6",0,0,0,"4",0,"4",0,"9","9",0,0,0,0,0,"16",0,0,0,"16",0,"3","16","6","3",0,0,"6",0,0,"25",0,0,"21","1","14",0,"2","5",0,0,0,0,0,0,0,"1","2016","2","LC-03",2016-02-01
"1",0,"14","2","11","1",0,"2",0,0,"3","270",0,0,"5",0,0,0,"2",0,"2",0,"2","1",0,0,0,0,0,"4","76",0,0,"11",0,0,"8","5","2","3",0,0,0,"3","11","2","2","9",0,"4",0,0,0,0,0,0,0,0,0,0,0,"2016","2","LC-04",2016-02-01
0,0,"14",0,0,0,0,"1",0,0,"6","301",0,0,"2",0,0,0,"4",0,"2",0,"3","3",0,0,0,0,0,"8",0,0,0,"16",0,"7","8",0,0,"4",0,0,0,"3","11","86",0,"12",0,"5",0,"2",0,0,0,0,0,0,0,"3",0,"2016","2","LC-05",2016-02-01
0,0,"4",0,"1",0,0,"2",0,0,"4","148",0,0,"3",0,0,0,"2",0,"1",0,"7",0,0,0,0,0,0,0,"3",0,"5","9",0,0,"1",0,0,"2",0,0,0,"6","8","3",0,"6",0,"3",0,"3",0,0,0,0,0,0,0,0,0,"2016","3","LC-01",2016-03-01
0,0,"3",0,0,0,0,0,0,0,0,"84",0,0,"2",0,0,0,"3",0,0,0,"2",0,0,0,0,0,0,"1",0,0,0,"6",0,0,0,0,0,"1",0,0,"2",0,"5","2",0,"6",0,0,0,0,0,0,0,0,0,0,0,0,0,"2016","3","LC-02",2016-03-01
0,0,"14",0,0,0,0,"3",0,0,0,"828",0,0,"4",0,0,0,"4",0,"1",0,"11","2",0,0,0,0,0,"4",0,"2",0,"23",0,0,"5",0,0,"5",0,0,0,0,"25","1",0,"19",0,"9",0,"1",0,0,0,0,0,0,0,0,0,"2016","3","LC-03",2016-03-01
0,0,"15",0,0,0,0,0,0,0,0,"7",0,0,"2",0,0,0,0,0,0,0,"10","6","4",0,0,"1",0,"3","39",0,0,"10",0,"4","3","78","1",0,0,0,0,"4","2",0,0,"4",0,"2",0,0,0,0,0,0,0,0,0,"1",0,"2016","3","LC-04",2016-03-01
"4",0,"12",0,0,0,0,"2",0,0,0,"682",0,0,0,0,0,0,0,0,0,0,"8",0,0,0,0,"2",0,"7",0,0,0,"25",0,0,"8","60","7",0,0,0,"1",0,"26","50",0,"12",0,"6",0,0,0,0,0,0,0,0,0,0,"8","2016","3","LC-05",2016-03-01
"2",0,0,"55","5","5",0,"1","8",0,0,"1281",0,0,"35",0,"8",0,0,0,0,0,"9",0,"3","3",0,0,0,0,0,"12","70","28",0,0,"30","8","14",0,"18",0,0,0,0,"5",0,"128","9","20",0,"5",0,0,0,0,0,0,0,"1",0,"2016","4","LC-01",2016-04-01
0,0,0,"8","10","2",0,0,"1",0,0,"460",0,"1","8",0,"3",0,0,0,0,"2",0,"1",0,"8",0,0,0,0,0,"8","19","6",0,0,"15",0,"2",0,"4",0,0,0,0,0,0,"223",0,"9",0,"3",0,0,0,0,0,"1","2","7",0,"2016","4","LC-02",2016-04-01
"2",0,0,"28",0,"6",0,0,"4",0,"2","886",0,"3","24",0,"14",0,0,0,"24",0,0,"4",0,"5",0,0,0,0,0,"9","1","7",0,0,"22",0,"6",0,"34","1",0,"2",0,"6",0,"245","12","9",0,"6",0,0,0,0,0,"4","22","6",0,"2016","4","LC-03",2016-04-01
0,0,0,"4",0,0,0,0,"2",0,"2","210",0,0,"11",0,"4",0,0,0,"3",0,0,"2",0,0,0,0,0,0,0,"3","37",0,0,0,"3",0,0,0,0,0,0,0,0,0,0,"169",0,"4",0,0,0,0,0,0,0,0,"1","3",0,"2016","4","LC-04",2016-04-01
0,0,0,"6","3","3",0,0,0,0,0,"524",0,0,"13",0,"3",0,0,0,0,0,0,"2",0,0,0,0,0,0,0,0,"30","4",0,0,"13","2","3","1","5",0,0,0,0,0,0,"128","1","13",0,0,0,0,0,0,0,0,"12","4",0,"2016","4","LC-05",2016-04-01
"2",0,0,"9",0,"3",0,"2",0,0,0,"924",0,0,"29",0,"10",0,0,0,0,0,0,"2",0,"6","11",0,0,0,0,"13","35","16",0,0,"25",0,"2",0,"2",0,0,"2",0,"6",0,"127","8","22",0,"2",0,0,0,0,0,0,"6","2",0,"2016","5","LC-01",2016-05-01
0,0,0,"7",0,0,0,0,0,0,0,"678",0,0,"6",0,"3",0,0,0,0,0,0,0,0,"3",0,0,0,0,0,"3",0,"2",0,0,"6",0,"3",0,"3",0,0,0,0,"3",0,"221",0,"4",0,0,0,0,0,0,0,0,0,"2",0,"2016","5","LC-02",2016-05-01
"1",0,0,"10",0,0,0,"2",0,0,0,"385",0,0,"17",0,"9",0,0,0,0,0,0,"2","3","3","3",0,0,0,0,"4","29","7",0,0,"9","2","2",0,"1",0,"1",0,0,"4",0,"199","4","7",0,0,0,0,0,0,0,0,"3","3",0,"2016","5","LC-03",2016-05-01
"1",0,0,"2",0,"1",0,0,0,0,0,"228",0,0,"12",0,"7",0,0,0,0,0,0,"2",0,0,0,0,0,0,0,"3","3","21",0,"2","7",0,"1",0,"1",0,"1",0,0,0,0,"271","2",0,0,0,"1",0,0,0,0,0,0,"3",0,"2016","5","LC-04",2016-05-01
0,0,0,"6",0,0,0,"2",0,0,0,"620",0,0,"6",0,"1",0,0,"1",0,0,0,"2","2",0,0,0,0,0,0,"2","3","6",0,0,"12",0,"5",0,"9",0,0,"2",0,0,0,"187","2","6",0,0,0,0,0,0,0,0,0,0,0,"2016","5","LC-05",2016-05-01
0,0,0,"6","2",0,0,0,0,0,0,"180",0,0,0,0,0,0,0,"1",0,0,0,0,0,0,0,0,0,"5",0,0,"3","3",0,"2",0,0,0,"3",0,0,0,0,"7",0,0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,"2016","6","LC-01",2016-06-01
0,0,0,"1","3",0,0,0,0,0,0,"196","3",0,"2",0,0,0,0,0,0,0,0,"2",0,0,0,0,0,"3",0,0,"15","5",0,"2","2",0,0,"3",0,0,"1","5","3",0,0,"9",0,0,0,0,"2",0,0,0,0,"2",0,0,0,"2016","6","LC-02",2016-06-01
0,0,0,0,0,0,0,0,0,0,0,"124",0,0,0,0,0,0,0,"1","1",0,0,"1",0,0,0,0,0,"4","3",0,0,0,0,"5",0,0,0,"3",0,0,"1","3","2",0,"16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2016","6","LC-03",2016-06-01
"3",0,"2","3",0,0,0,0,0,0,0,"672","6",0,"4",0,0,0,0,0,"3",0,0,"2","7",0,0,0,0,"8",0,0,"14","10",0,0,"3",0,"2","8","2","3",0,"6","16",0,"30","2",0,"1",0,0,"3",0,0,0,0,"4",0,0,0,"2016","6","LC-04",2016-06-01
0,0,"6","2","3",0,0,"1",0,0,0,"384","1",0,"6",0,0,0,0,0,0,0,0,0,"3",0,0,0,0,"2",0,0,"2","4",0,0,"2",0,0,"3",0,0,0,"2","8",0,"9","15",0,0,0,0,0,0,0,0,0,0,0,0,0,"2016","6","LC-05",2016-06-01
0,0,"6","3","1",0,0,"1",0,0,0,"216",0,0,"7",0,0,0,0,0,0,0,0,0,0,0,0,"2",0,"2",0,0,"9","6",0,0,"3",0,0,"3",0,0,0,0,"7","3",0,"16",0,"3",0,0,"2",0,0,0,0,0,0,0,0,"2016","7","LC-01",2016-07-01
0,0,"5",0,0,0,0,0,0,0,0,"298","2",0,"2",0,0,0,0,0,"1",0,0,0,0,0,0,"2",0,0,"16",0,0,"3",0,0,0,0,"2","2",0,0,"2",0,"3","3",0,"7",0,"3",0,0,0,0,0,0,0,0,0,0,0,"2016","7","LC-02",2016-07-01
0,0,"6","2",0,0,0,0,0,0,0,"360",0,0,"3",0,0,0,0,0,0,0,0,0,0,0,"2",0,0,"2","8",0,0,"11",0,0,0,0,0,"2",0,0,0,0,"7","3",0,"18",0,"3",0,0,"2",0,0,0,0,"3",0,0,0,"2016","7","LC-03",2016-07-01
"2",0,"4","1","1",0,0,0,0,0,0,"196","2",0,0,0,0,0,0,0,0,0,0,0,0,0,"5",0,0,0,"17",0,0,"3",0,0,0,0,0,"2",0,0,"1",0,0,"2",0,"7",0,0,0,0,"2",0,0,0,0,"1",0,0,0,"2016","7","LC-04",2016-07-01
0,0,"4","4","2",0,0,0,0,0,0,"232",0,0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2","19",0,0,"5",0,0,"3",0,0,"1",0,0,0,0,"3",0,0,0,0,0,0,"2",0,0,0,0,0,"3",0,0,0,"2016","7","LC-05",2016-07-01
"4",0,"3",0,0,0,0,0,0,0,0,"148",0,0,"4",0,"3",0,0,0,0,0,"11",0,"1",0,"2","1",0,"3",0,0,0,"14",0,"13","2",0,0,"2",0,"3",0,"6","2","3",0,"13",0,"10",0,"2","6",0,0,0,0,0,0,0,0,"2016","8","LC-01",2016-08-01
"2",0,0,0,0,0,0,0,0,0,0,"60","1",0,"2",0,0,0,0,0,0,0,"2","4",0,"3",0,0,0,"1",0,0,0,0,0,0,0,0,0,0,0,"1",0,"8",0,0,0,"1",0,"2",0,0,0,0,0,0,0,"2",0,0,0,"2016","8","LC-02",2016-08-01
"5",0,0,0,0,0,0,0,0,0,0,"65",0,0,0,"3",0,0,0,0,0,0,0,"18",0,"2",0,0,0,"3",0,0,0,"1",0,0,0,0,0,0,"2","1",0,0,0,"1",0,"2",0,"2",0,0,"2",0,0,0,0,0,0,0,0,"2016","8","LC-03",2016-08-01
"3",0,0,0,0,0,0,0,0,0,0,"20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",0,0,0,0,"3",0,"1",0,0,0,0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,"2016","8","LC-04",2016-08-01
"4",0,0,0,0,0,0,0,0,0,0,0,0,0,"2","2",0,0,0,0,0,0,0,"8",0,0,0,0,0,0,0,0,0,"2",0,"2",0,0,0,0,"2",0,0,0,0,0,0,"5",0,0,0,0,0,0,0,0,0,0,0,0,0,"2016","8","LC-05",2016-08-01
0,0,0,0,"1",0,0,0,0,0,0,"86",0,0,"7",0,0,0,0,0,0,0,0,"2",0,0,0,0,0,"4",0,0,0,"3",0,"14",0,0,0,"4",0,"1",0,"4",0,0,0,"19",0,"6",0,"2","3",0,0,0,0,0,0,0,0,"2016","9","LC-01",2016-09-01
0,0,0,0,0,0,0,0,0,0,0,"108","1",0,"7",0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,0,0,0,"2",0,"4",0,0,0,0,"1","1",0,"2",0,0,0,"4",0,"2",0,0,0,0,0,0,0,0,0,0,0,"2016","9","LC-02",2016-09-01
"6",0,"1","2",0,0,0,"2",0,"3",0,"92",0,0,"12",0,"5",0,0,"1","6","1",0,0,0,"4","9",0,"1","11","21",0,0,"11",0,"16","6",0,"5",0,"6",0,0,"2","4",0,0,"22",0,"12",0,"6",0,0,0,0,0,0,0,0,"3","2016","9","LC-03",2016-09-01
0,0,0,"3",0,"1",0,0,"2",0,0,"54","3",0,"7",0,0,0,0,0,0,0,0,"7",0,"1",0,0,"2","1","4",0,0,"9",0,"4","7",0,"4",0,"3","4","1","2",0,0,0,"6",0,"5","1","2","6",0,0,0,0,"1",0,0,0,"2016","9","LC-04",2016-09-01
0,0,0,"1",0,0,0,0,0,0,0,"176",0,0,"1",0,0,0,0,0,0,0,0,0,0,"2",0,0,"4",0,"8",0,0,"7",0,"9",0,0,0,0,"4","4",0,0,0,0,0,"52",0,"2",0,0,0,0,0,0,0,0,0,0,0,"2016","9","LC-05",2016-09-01
0,0,"4","8","6",0,0,0,0,0,0,"156","1",0,"13",0,0,0,0,"1","1",0,0,"2",0,0,0,0,"4","6","2",0,0,"31",0,"17","4",0,0,"2","11","12",0,"2","6",0,0,"21",0,"4",0,"5","6",0,0,0,0,0,0,0,0,"2016","10","LC-01",2016-10-01
0,0,0,0,0,0,0,"1",0,0,0,"1177",0,0,0,0,0,0,0,0,"1",0,0,"3",0,0,0,0,"2","3",0,0,0,0,0,0,"1",0,0,0,"7",0,"1",0,0,"1",0,"3",0,"4",0,0,0,0,0,0,0,0,0,0,0,"2016","10","LC-02",2016-10-01
0,0,"9",0,"4",0,0,0,0,0,0,"675","2",0,"3",0,0,0,0,0,"4","6",0,0,0,"2",0,0,"4","4",0,0,0,"7",0,"3","1",0,0,"2","23","6",0,0,"8",0,0,"14",0,"1",0,0,"2",0,0,0,0,0,0,"3",0,"2016","10","LC-03",2016-10-01
0,0,"3",0,"5",0,0,0,0,0,0,"1088",0,0,"4",0,"1",0,0,0,0,0,0,"2",0,0,0,0,0,"2",0,0,0,"2",0,"4",0,0,0,0,"4",0,0,0,"2",0,0,"11",0,"2",0,"2","4",0,0,0,0,0,0,0,0,"2016","10","LC-04",2016-10-01
0,0,0,"3",0,0,0,0,0,0,"2","892",0,0,0,0,0,0,0,0,"1",0,0,"7",0,0,0,0,0,"2",0,0,0,"8",0,"5",0,0,"1","1","6","4",0,0,"2","1",0,"13",0,"4","3",0,"2",0,0,0,0,0,0,"4",0,"2016","10","LC-05",2016-10-01
0,0,"2",0,0,0,0,0,0,0,0,"240",0,0,"6",0,"1",0,0,0,0,0,0,"2",0,0,0,0,"1","1",0,0,0,"6",0,"3","2",0,0,0,"12",0,0,"1","10",0,0,"7",0,0,0,"1",0,0,0,0,0,0,0,0,0,"2016","11","LC-01",2016-11-01
0,0,0,"2",0,0,0,0,0,0,0,"224","2",0,"3",0,0,0,0,0,0,0,0,"2",0,0,0,0,0,0,0,0,0,"2",0,"14","1",0,0,"1","9","1",0,"1",0,"6",0,"6",0,"1",0,0,0,0,0,0,0,0,0,0,"3","2016","11","LC-02",2016-11-01
"2",0,"4","7",0,0,0,0,0,0,0,"188",0,0,"5",0,0,0,0,"3","2",0,0,0,0,0,0,0,0,"3","5",0,0,"5",0,"5",0,0,0,0,"18","2","2",0,0,"2",0,"9",0,0,0,0,0,0,0,0,0,0,0,0,0,"2016","11","LC-03",2016-11-01
0,0,0,"4",0,0,0,0,0,0,0,"284",0,0,"4",0,0,0,0,0,"1",0,0,0,0,0,0,0,"2",0,0,0,0,"1",0,"1","2",0,0,0,"6","2",0,0,"5",0,0,"4",0,0,0,"1",0,0,0,0,0,0,0,0,0,"2016","11","LC-04",2016-11-01
"1",0,"2",0,0,0,0,0,0,0,0,"552",0,0,"3",0,"3",0,0,0,0,0,0,0,"2",0,0,0,"1","1",0,0,0,"2",0,0,0,0,0,0,"1","1","1","2","3","1",0,"3",0,"3",0,0,"3",0,0,0,0,0,0,0,0,"2016","11","LC-05",2016-11-01
0,0,"1",0,0,0,0,0,0,0,0,"216",0,0,0,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,0,0,0,"3","4",0,0,"5","4",0,0,"5",0,0,"1",0,0,0,0,0,0,0,0,0,0,"2016","12","LC-01",2016-12-01
"1",0,"4","6",0,0,0,0,0,0,0,"210",0,0,"8",0,0,0,0,0,0,0,0,0,"1","1",0,0,0,0,"15",0,0,"20",0,"4",0,0,0,0,"9",0,"1","20","8",0,0,"7",0,0,0,0,0,0,0,0,0,0,0,0,"2","2016","12","LC-02",2016-12-01
"1",0,0,0,0,0,0,"3",0,0,"1","37",0,0,"5",0,0,0,0,0,"2",0,0,0,"4",0,0,0,0,0,0,0,0,"3",0,0,"1",0,0,0,0,0,0,"23","11","6",0,"18",0,0,0,0,0,0,0,0,0,"2",0,0,0,"2016","12","LC-03",2016-12-01
0,0,"3",0,0,0,0,0,0,0,0,"72",0,0,0,0,"4",0,0,0,"2","2",0,"1","4",0,0,0,0,0,0,0,0,"6",0,0,0,0,0,0,"13",0,"1",0,"2","1","1","11",0,"1",0,0,0,0,0,0,0,"2",0,0,"2","2016","12","LC-04",2016-12-01
0,0,"3",0,0,0,0,0,0,0,"1","126","1",0,"9",0,0,0,0,0,0,0,0,"1","1",0,0,0,0,0,0,0,0,"4",0,0,0,0,0,0,"18",0,0,"2","7","2","1","14",0,"6",0,0,0,0,0,0,0,"2",0,0,"1","2016","12","LC-05",2016-12-01
"6",0,0,0,0,0,0,0,0,0,0,"550",0,0,"5",0,"1",0,0,0,0,0,0,0,0,"3",0,0,0,"3",0,0,0,"11",0,"8",0,0,0,0,"2","1",0,"9","7",0,0,"7",0,"4",0,"1","4",0,0,0,0,"3",0,0,0,"2017","1","LC-01",2017-01-01
"5",0,"1",0,0,0,0,0,0,0,0,"156",0,0,"3",0,0,0,0,0,0,0,0,0,0,"1",0,0,0,"11",0,0,0,"5",0,0,"7",0,0,0,"11","1","2","3","2","96",0,"3",0,"3",0,"3",0,0,0,0,0,0,0,0,0,"2017","1","LC-02",2017-01-01
0,0,"2",0,0,0,0,0,0,0,0,"264",0,"1","2",0,"3",0,0,0,"1",0,0,0,0,0,"1",0,0,"1",0,0,0,"2",0,"7",0,0,0,0,"4","1",0,"12","4",0,0,"6",0,"3",0,"1",0,0,0,0,0,"9",0,0,0,"2017","1","LC-03",2017-01-01
0,0,"1",0,"1",0,0,0,0,0,0,"189","2",0,"3",0,"2",0,0,0,"1",0,0,0,0,0,0,0,0,"1",0,0,0,"3",0,"1",0,0,0,0,0,0,"2",0,"3",0,0,"7",0,0,0,0,"2",0,0,0,0,"3",0,0,0,"2017","1","LC-04",2017-01-01
"2",0,"3",0,0,0,0,0,0,0,0,"177",0,0,"1",0,"5",0,0,0,"2",0,0,0,0,0,0,0,0,"1",0,0,0,"7",0,"2",0,0,0,0,"2","3",0,"6",0,0,0,"9",0,"2",0,0,0,0,0,0,"1",0,0,0,0,"2017","1","LC-05",2017-01-01
0,0,0,0,0,"5",0,"1",0,0,0,"322","1",0,"5",0,0,0,0,0,"2",0,0,0,0,0,0,0,0,"2",0,0,0,0,0,0,"6",0,"5","6",0,0,0,"2","3",0,"2",0,0,"1",0,"2",0,0,0,0,"2",0,0,0,0,"2017","2","LC-01",2017-02-01
0,0,"6",0,0,0,0,"2",0,0,"2","147",0,0,"11",0,0,0,0,0,0,0,0,0,0,0,0,0,"16","3",0,0,0,0,0,"4",0,0,"1",0,"2",0,"2","2","2",0,0,"3",0,0,0,0,"3",0,0,0,"1",0,0,0,0,"2017","2","LC-02",2017-02-01
0,0,"5",0,0,0,0,0,0,0,0,"301","1",0,"1",0,0,0,0,0,0,0,0,0,"1",0,0,0,"5",0,"1",0,0,0,0,"1",0,0,0,0,"1",0,0,0,"3",0,0,"2",0,"1",0,0,0,0,0,0,0,0,0,0,0,"2017","2","LC-03",2017-02-01
0,0,0,0,0,0,0,"3",0,0,0,"235",0,0,0,0,0,0,0,"2","2",0,0,0,0,0,"1",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,0,0,"2017","2","LC-04",2017-02-01
"3",0,"2",0,0,0,0,0,0,0,0,"332",0,0,0,0,0,0,0,0,0,0,0,0,"3",0,0,0,0,"3",0,0,0,"10",0,0,0,0,0,0,0,0,0,"4","6",0,0,0,0,0,"2","4",0,0,0,0,0,0,0,0,0,"2017","2","LC-05",2017-02-01
0,0,"7",0,0,0,0,"3",0,0,0,"172",0,0,"22",0,0,0,0,"1",0,0,0,0,0,0,0,0,"2",0,0,0,0,0,0,0,"4",0,0,0,0,0,0,"2","25","1","1",0,0,0,0,"2",0,0,0,0,"1",0,0,"2",0,"2017","3","LC-01",2017-03-01
0,0,"3",0,0,0,0,0,0,0,"2","184",0,0,"2",0,0,0,"3",0,0,0,"2",0,0,0,0,0,0,"1",0,0,0,"6",0,0,0,0,0,"1",0,0,"1",0,"5","2",0,"3",0,0,0,0,0,0,0,0,"1",0,0,0,"3","2017","3","LC-02",2017-03-01
0,0,0,0,"6","4",0,"4",0,0,"3","144",0,0,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,"2",0,0,0,"17",0,0,"4","4",0,0,0,0,0,0,0,"22",0,0,"1",0,0,0,0,0,0,0,0,"2",0,0,"1",0,"2017","3","LC-03",2017-03-01
0,0,"6",0,0,0,0,0,0,0,0,"267",0,0,0,0,"2",0,0,0,0,0,"1",0,0,0,0,0,0,0,0,0,"17",0,0,"10","3",0,0,0,0,0,"2",0,"20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2","2017","3","LC-04",2017-03-01
"4",0,"7",0,0,0,0,"2",0,0,0,"183",0,0,0,0,0,0,0,0,0,0,"2",0,0,0,0,"2",0,"7",0,0,0,"11",0,0,"4","1","4",0,0,0,0,0,"26","50",0,"12",0,"6",0,0,0,0,0,0,"1",0,0,0,"8","2017","3","LC-05",2017-03-01
"3",0,0,"11","1","5",0,"1",0,0,"1","134",0,0,"2",0,"5",0,0,0,0,0,"2",0,0,"2",0,0,0,0,0,0,"12","9",0,0,"9","1","3",0,"14","1",0,0,0,"5",0,"4","9","20",0,"5",0,0,0,0,"2",0,0,"1",0,"2017","4","LC-01",2017-04-01
"2",0,0,"6",0,"2",0,0,0,0,0,"198",0,0,"2",0,"1",0,0,0,0,"2",0,"1",0,0,0,0,0,"1",0,0,"17","2",0,0,"11",0,"2",0,"15","1",0,"1","2",0,0,"4",0,"9",0,"3",0,0,0,0,0,"1","2","7",0,"2017","4","LC-02",2017-04-01
"3",0,0,"3","1","6",0,0,0,0,"1","201",0,0,0,0,"5",0,0,0,"2",0,"3",0,0,"1",0,0,0,"1",0,0,"1","3",0,0,"8","1","5",0,"18","1",0,"2","5","6",0,"2","12","9",0,"6",0,0,0,0,"1","4","22","6",0,"2017","4","LC-03",2017-04-01
"4",0,"1",0,0,0,0,"2",0,0,"2","187",0,0,0,0,"1",0,0,0,"2",0,"1","1",0,0,0,0,0,0,0,0,"13",0,0,0,"2",0,0,0,"9",0,"1",0,"5",0,0,"8",0,"4",0,0,0,0,0,0,0,0,"1","3",0,"2017","4","LC-04",2017-04-01
"1",0,0,"2","1","3",0,"1",0,0,0,"111",0,0,"4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11","6",0,0,"7","1","3","1","8",0,0,0,0,0,0,"1","1","13",0,0,0,0,0,0,"1",0,"12","4",0,"2017","4","LC-05",2017-04-01
0,0,"2","2",0,"6",0,0,"1",0,0,"805","9","3","5",0,0,0,"2",0,0,0,0,0,0,"4",0,0,"2",0,0,"10","2","4",0,0,"13",0,0,0,0,"3",0,0,"13",0,"1","19",0,0,0,0,0,0,0,0,0,"31",0,0,0,"2017","5","LC-01",2017-05-01
0,0,0,0,"3","4",0,0,0,0,0,"300",0,"1","3",0,"1",0,0,0,0,0,0,0,"2","5","3",0,0,0,0,"3",0,"3",0,0,0,0,"6","1","1",0,0,0,"11",0,"2","8",0,0,"2",0,"3",0,0,0,"2","16",0,0,0,"2017","5","LC-02",2017-05-01
"16",0,"3",0,"1","1",0,0,"2",0,0,"436","2",0,0,0,"2",0,0,0,0,0,"1",0,0,0,0,0,"4",0,0,0,0,"3",0,0,"10","4",0,0,0,0,0,"1","8",0,0,"8",0,"5",0,0,0,0,0,0,"1","16",0,0,0,"2017","5","LC-03",2017-05-01
"2",0,"12",0,0,0,0,"2",0,0,"1","280",0,0,"5","11",0,0,0,0,0,0,0,"9","4",0,0,0,0,0,0,0,0,"4",0,0,"3",0,"3",0,0,0,0,0,"5",0,0,"112","48","8","2","1","1",0,0,0,0,0,0,0,0,"2017","5","LC-04",2017-05-01
0,0,"17",0,0,0,0,0,0,0,0,"648","7","2",0,0,0,0,0,0,"1",0,0,0,0,"1","3",0,"6",0,0,0,0,"16",0,0,"16",0,"1","7",0,"3",0,"3","2",0,"3",0,0,0,0,0,0,0,0,0,"1",0,0,0,0,"2017","5","LC-05",2017-05-01
"9",0,"18",0,"3","2",0,0,0,0,0,"880","20",0,"10",0,0,0,0,0,"9",0,0,"1",0,0,"1",0,"11","2",0,"13",0,"11",0,0,0,0,"26","10",0,"6",0,"3","11",0,"6","92",0,"5",0,0,0,0,0,0,0,"14",0,"2",0,"2017","6","LC-01",2017-06-01
"5",0,0,0,"3",0,0,0,0,0,0,"799","9",0,"2",0,"1",0,0,0,0,0,0,"2",0,0,"1",0,"6",0,0,"11",0,"8",0,0,"2",0,"12","9",0,"5",0,"5","9",0,"4","33",0,"3",0,0,0,0,0,0,"1","2",0,0,0,"2017","6","LC-02",2017-06-01
"10",0,0,0,0,"2",0,0,"1",0,0,"777","16",0,"22",0,0,0,0,0,"6",0,0,0,"2",0,0,0,"8","1",0,"6",0,"20",0,0,"9",0,"11","13",0,"2",0,"1","8",0,"9","39",0,"5",0,0,0,0,0,0,"2","11",0,0,0,"2017","6","LC-03",2017-06-01
0,0,"1","12",0,0,0,0,0,0,0,"576","12",0,"7",0,0,0,0,0,0,0,0,0,0,"3",0,0,0,"8",0,0,"1","6",0,"1",0,0,0,0,"1",0,"1",0,"14",0,"7","9",0,"1",0,0,"2",0,0,0,0,"4",0,0,0,"2017","6","LC-04",2017-06-01
0,0,"6","8",0,0,0,0,0,0,0,"536","30",0,"8",0,"2",0,0,0,0,0,0,0,"3","2",0,0,0,"7",0,0,0,"13",0,"3",0,0,0,0,0,0,0,0,"12",0,0,"24",0,0,0,"3","6",0,0,0,"1","4",0,0,0,"2017","6","LC-05",2017-06-01
"8",0,"6",0,0,0,0,0,0,0,0,"1295","6",0,0,0,0,0,0,0,"1",0,0,0,0,0,"3",0,"19",0,0,0,0,"6",0,0,"26",0,"13","4",0,"4",0,0,"9",0,"1","11",0,0,0,0,0,0,0,0,"1","5",0,0,0,"2017","7","LC-01",2017-07-01
0,0,0,0,0,"2",0,0,0,0,0,"697","13",0,0,0,0,0,0,0,0,0,0,0,"1",0,"2",0,"7",0,0,0,0,"8",0,0,0,"7","34",0,0,0,0,0,"12",0,0,"25",0,0,0,0,0,0,0,0,"2","3",0,0,0,"2017","7","LC-02",2017-07-01
"4",0,"3",0,0,0,0,0,"1",0,0,"945","8",0,0,0,0,0,0,0,"1",0,0,0,0,"1",0,0,0,0,0,0,0,0,0,0,"2",0,"12",0,0,"3","1",0,"14",0,"4","13",0,0,0,0,0,0,0,0,"1","1",0,0,0,"2017","7","LC-03",2017-07-01
"1",0,"2",0,"1","1",0,0,0,0,0,"876","6",0,0,0,0,0,0,0,0,0,0,0,"1",0,"2",0,"5",0,0,0,0,"6",0,0,"1",0,"23","2",0,"1",0,0,"11",0,"1","9",0,0,0,0,0,0,0,0,"1",0,0,"1",0,"2017","7","LC-04",2017-07-01
