"Actinastrum sp","Anacystis","Ankistrodesmus","Ankistrodesmus falcatus","Aphanizomenon","Aphanocapsa","Arthrospira","Aulacoseira","Botryococcus","Ceratium","Cyclotella","Cylindrospermopsis","Cylindrospermun","Cymbella","Chlorella","Closterium","Coelastrum","Coelosphaerium","Chroococcus","Coscinodiscus","Crucigenia tetrapoda","Crucigenia irregularis","Dyctiosphaerium","Eudorina","Euglena","Gloeocapsa","Gomphosphaeria lacustris","Golenkinia","Fragilaria capuchina","Kirchneriella","Leptolyngbya","Lepocinclis","Lyngbya lagerhemii","Merismopedia","Micractinium","Microcystis sp","Monoraphidium tortilé","Monoraphidium griffithi","Navicula","Nitzschia","Oscillatoria ","Pandorina","Pachycladella","Phacus","Planktothrix","Planktolyngbya sp","Pseudanabaena","Raphidiopsis","Rivularia","Scenedesmus acuminatus","Scenedesmus cuadricauda","Scenedesmus dimorphus","Selenastrum","Snowella","Surirella","Staurastrum","Stephanodiscus","Synechococcus","Tetrastrum","Treubaria","Woronichinia","año","mes","est","fecha"
"1",0,0,"7",0,0,0,"3",0,0,0,0,"129",0,0,0,"2",0,0,0,0,0,0,0,"3",0,0,0,"2","4",0,0,0,"2",0,0,0,0,0,0,"16",0,0,"1","12",0,0,"2",0,"1",0,"2","3",0,0,0,"3",0,0,0,0,"2019","1","LC-02",2019-01-01
"1",0,"4",0,0,0,0,0,0,0,"2","297",0,0,0,0,0,0,0,0,0,0,0,"4","2",0,0,0,0,"3",0,0,0,"7",0,0,0,"22",0,0,"27",0,0,0,0,0,0,"19",0,"5",0,"2","5","3",0,0,"4","3",0,0,0,"2019","1","LC-03",2019-01-01
0,0,"1",0,0,0,0,0,0,0,0,"333",0,0,"13",0,0,0,0,0,0,0,0,"14","2",0,0,0,0,"17",0,0,0,"1",0,0,0,0,0,0,"16",0,0,0,"19",0,0,"14",0,"2",0,"2",0,0,0,0,"4","1",0,0,0,"2019","1","LC-04",2019-01-01
0,0,"4",0,"13",0,0,0,0,0,"1","220",0,0,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,"7",0,0,0,"7",0,0,0,0,0,0,"48",0,0,"2","39",0,"34","19",0,"3",0,"2",0,0,0,0,"2",0,0,0,0,"2019","1","LC-05",2019-01-01
"1",0,"4",0,0,0,0,0,0,0,0,"529",0,0,"12",0,0,"1",0,0,0,0,0,"1",0,0,0,0,0,"3",0,0,0,"5",0,0,0,"7",0,0,"40",0,0,"6","21",0,"1","6",0,"8","1","1","3",0,0,0,"5","1",0,0,0,"2019","2","LC-01",2019-02-01
"1",0,"3",0,0,0,0,0,0,0,0,"229",0,0,"13",0,0,"1",0,0,0,0,0,"5","2",0,0,0,0,"4",0,0,0,"2",0,0,0,"11",0,0,"27",0,0,"3","71",0,0,"29",0,0,0,"2","2",0,0,0,"5","3",0,0,0,"2019","2","LC-02",2019-02-01
"3",0,0,0,"10",0,0,0,0,0,0,"246",0,0,"16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17",0,0,"1",0,0,0,"29",0,0,"9","2",0,0,"12",0,0,"5",0,0,0,0,"4","1",0,0,"1","1",0,0,0,"2019","2","LC-03",2019-02-01
0,0,"4",0,"92",0,0,0,0,0,0,"226",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3","2","7",0,0,"8",0,0,0,"39",0,0,"79",0,0,0,"2",0,"4","17",0,"2",0,0,"4",0,0,0,"1",0,0,0,0,"2019","2","LC-04",2019-02-01
"2",0,"4",0,"72",0,0,0,0,0,"1","331",0,0,0,0,"2",0,0,0,0,0,0,"6","1",0,0,0,0,0,0,0,0,"4",0,"2",0,"23",0,0,"74",0,0,"2","1",0,"1","31",0,"7",0,0,"2","2",0,0,"1","2",0,0,0,"2019","2","LC-05",2019-02-01
0,0,"10",0,0,0,0,0,0,0,"3","576",0,0,"9",0,"4",0,0,0,0,0,0,0,"4","6",0,0,0,"4","2",0,0,"6",0,0,0,"21",0,0,"7","3",0,"3",0,"1",0,"11",0,0,0,"1",0,0,0,0,0,"5",0,0,0,"2019","3","LC-01",2019-03-01
0,0,"4",0,0,0,0,0,0,0,"8","704",0,0,"4",0,"8","8",0,0,"3",0,0,"3","6",0,0,0,0,0,0,0,0,"9",0,"2",0,"28","2",0,"1",0,0,"4",0,0,0,"23",0,"7",0,"4",0,0,0,0,0,"3",0,0,0,"2019","3","LC-02",2019-03-01
"3",0,"6",0,0,0,0,0,0,0,"4","768",0,0,"4",0,"1",0,0,0,0,0,0,"3",0,0,0,0,0,0,"8",0,0,0,0,"3",0,"14",0,0,"8",0,0,"2",0,0,"2","7",0,"3",0,"3",0,0,0,0,0,"1",0,0,"3","2019","3","LC-03",2019-03-01
0,0,"4",0,0,0,0,0,0,0,0,0,0,0,"3",0,0,0,0,0,0,0,0,"4","3",0,0,0,0,"4","4",0,0,"3",0,"3",0,"19",0,0,"3",0,0,"1","10",0,0,"8",0,"2",0,"1",0,0,0,0,0,0,0,0,"1","2019","3","LC-04",2019-03-01
"4",0,"3",0,0,0,0,0,0,0,"2","864",0,0,"16",0,"2",0,0,0,0,0,0,"4","8",0,0,0,0,0,"5",0,0,"4",0,0,0,"66",0,0,"3",0,0,"1","28",0,"3","31",0,"7",0,"6",0,0,0,0,0,"2",0,0,0,"2019","3","LC-05",2019-03-01
0,0,"8",0,0,0,0,0,0,0,0,"640",0,0,"4",0,0,0,0,0,0,0,0,0,"3",0,0,0,0,"9",0,0,0,"33",0,"32",0,0,0,0,"180",0,"2",0,0,0,"4","17",0,"3",0,0,"7",0,0,0,"24",0,0,0,0,"2019","4","LC-01",2019-04-01
0,0,"6",0,"13",0,0,"4",0,0,0,"619",0,0,"14",0,0,0,0,0,0,0,0,"11","1",0,0,0,0,"8",0,0,0,"42",0,"36",0,"19",0,0,"64",0,0,0,0,0,"8","22",0,"6",0,"3","8",0,0,0,"27",0,0,0,0,"2019","4","LC-02",2019-04-01
0,0,"24","9",0,0,0,"1",0,0,0,0,0,0,"28",0,0,0,0,0,0,0,0,"12","2",0,0,0,0,"17",0,0,0,"42",0,"1",0,0,0,0,"63",0,0,0,0,0,"4","23",0,"13",0,0,0,0,0,0,"17","9",0,0,0,"2019","4","LC-03",2019-04-01
0,0,"16",0,0,0,0,0,0,0,0,"597","14",0,0,0,"4",0,0,0,0,0,0,0,0,0,0,0,0,"19",0,0,0,"18",0,"12",0,"22",0,0,"33",0,0,0,0,0,"21","17",0,"5",0,"3","14",0,0,0,"13",0,0,0,0,"2019","4","LC-04",2019-04-01
0,0,"12",0,0,0,0,0,0,0,0,"321",0,0,"12",0,"2",0,0,0,0,0,0,"5",0,0,0,0,0,"3",0,0,0,"3",0,0,0,0,0,0,"22",0,0,0,0,0,"4","14",0,"3","4","3","5",0,0,0,0,"5",0,0,0,"2019","4","LC-05",2019-04-01
0,0,"16",0,0,0,0,0,0,0,0,"442",0,0,"12",0,"4",0,0,0,0,0,0,0,0,0,0,0,0,"7",0,0,0,"6",0,0,0,0,0,0,"29","3",0,0,0,0,"4","17",0,"9",0,"5","10",0,0,0,"3",0,0,0,0,"2019","5","LC-01",2019-05-01
0,0,"12",0,0,0,0,0,0,0,0,"542",0,0,"14",0,0,0,0,0,0,0,0,0,0,0,0,0,"2","22",0,0,0,"6",0,0,0,0,0,0,"67","4",0,0,0,0,0,0,0,"4",0,"3",0,0,0,0,"5",0,0,0,0,"2019","5","LC-02",2019-05-01
0,0,"8",0,0,0,0,0,0,0,0,"667",0,0,"9",0,"4",0,0,0,0,0,0,0,"1",0,0,0,"1","27",0,0,0,"17",0,0,0,0,0,0,"92","1",0,"1",0,0,"5",0,"7",0,0,0,"5",0,0,0,"4",0,0,0,0,"2019","5","LC-03",2019-05-01
0,0,"8",0,0,0,0,0,0,0,0,"512",0,0,"6",0,0,0,0,0,0,0,0,"3",0,0,0,0,"2","4",0,0,0,"8",0,"4",0,0,0,0,0,0,0,0,0,0,"1","12",0,"2",0,"2","2",0,0,0,"4","2",0,0,0,"2019","5","LC-04",2019-05-01
0,0,"16","3",0,0,0,0,0,0,0,"603",0,0,"22",0,"2",0,0,0,0,0,0,"2",0,0,0,0,0,"5",0,0,0,"5",0,"6",0,0,0,0,"64",0,0,0,0,0,0,"19",0,"3",0,0,"4",0,0,0,"4",0,0,0,0,"2019","5","LC-05",2019-05-01
0,0,"9","9",0,0,0,0,0,0,0,"629",0,0,"12",0,"4",0,0,0,0,0,0,"5",0,0,0,0,0,"5",0,0,0,"12",0,0,0,0,0,0,"77","4","1",0,0,0,0,"17",0,"4",0,"1","3",0,0,0,0,"3",0,0,0,"2019","6","LC-01",2019-06-01
0,0,"34","9",0,0,0,0,0,0,0,"710",0,0,"19",0,"3",0,0,0,0,0,0,0,"1",0,0,0,"12","6",0,0,0,"44",0,"9",0,0,0,0,"96","1",0,"2",0,0,"3","29",0,"7",0,0,"16",0,0,0,"7","4",0,0,0,"2019","6","LC-02",2019-06-01
0,0,"12","6",0,0,0,0,0,0,0,"702",0,0,"17",0,"5",0,0,"1",0,0,0,"3",0,0,0,0,0,0,0,0,0,"32",0,"9",0,"31",0,0,"71","1",0,0,0,0,0,"28",0,"9",0,0,"8",0,0,0,0,0,0,0,0,"2019","6","LC-03",2019-06-01
0,0,"6",0,0,0,0,0,0,0,0,"494",0,0,"12",0,0,0,0,"2",0,0,0,"10",0,0,0,0,0,"15",0,0,0,"4",0,"2",0,0,0,0,"17",0,0,0,0,0,0,0,0,"2",0,"3","5","3",0,0,0,"4",0,0,0,"2019","6","LC-04",2019-06-01
0,0,"18","2",0,0,0,0,0,0,0,"738",0,0,"13",0,0,0,0,0,0,0,0,"5","2",0,0,0,0,"22","1",0,0,"47",0,"7","10","14",0,0,"19",0,0,0,0,0,"1",0,0,"5",0,"5",0,0,0,0,0,0,0,0,0,"2019","6","LC-05",2019-06-01
0,0,"3",0,0,0,0,0,0,0,0,"210",0,0,"5",0,0,0,0,0,0,0,0,"2",0,0,0,0,0,"1",0,0,0,"2",0,"3","3",0,0,0,0,0,0,0,0,"2",0,"6",0,"4",0,"1","4",0,0,0,"4",0,0,0,0,"2019","7","LC-01",2019-07-01
0,0,0,0,0,0,0,0,0,0,0,"306",0,0,"6",0,0,0,0,"1",0,0,0,0,"3",0,0,0,0,0,0,0,0,"1",0,"9",0,0,0,0,0,0,0,"9",0,0,0,"5",0,0,0,0,"3",0,0,0,"2",0,0,0,0,"2019","7","LC-02",2019-07-01
"3",0,"4",0,0,0,0,0,0,0,0,"343",0,0,"12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2","10",0,0,"7",0,"1",0,0,"1",0,"32","2",0,"3",0,"3",0,"9",0,"3",0,"1",0,0,0,0,0,0,0,0,0,"2019","7","LC-03",2019-07-01
0,0,"22",0,0,0,0,0,0,0,0,"392",0,0,"16",0,0,0,0,0,"2",0,0,0,0,0,0,0,0,"12","15",0,0,"9",0,"4",0,0,0,0,"29","2",0,"1",0,0,0,"6",0,"9",0,"4","5",0,0,0,0,0,0,0,0,"2019","7","LC-04",2019-07-01
0,0,"1",0,0,0,0,0,0,0,0,"691",0,0,0,0,"2",0,0,"1",0,0,0,"2",0,0,0,0,0,"4","19",0,0,"10",0,"11","5",0,"1",0,"32",0,0,"2",0,0,0,"22",0,"4",0,"2","3",0,0,0,"3","2",0,0,0,"2019","7","LC-05",2019-07-01
"2",0,"9",0,0,0,0,0,0,0,0,"802",0,0,0,0,"2",0,0,0,0,0,0,"2","2",0,0,0,0,0,"7",0,0,"5",0,"9",0,0,0,0,"46",0,0,"2","54","4","12","33",0,"10","3","3",0,0,0,0,"9","2",0,0,0,"2019","8","LC-01",2019-08-01
"2",0,0,0,0,0,0,0,0,0,0,"368",0,0,"9",0,"1",0,0,0,0,0,0,0,"4",0,0,0,0,0,0,0,0,"2",0,"12",0,0,0,0,"33","2",0,0,"29","3","5","38",0,"8","2",0,0,0,0,0,"4","8",0,0,0,"2019","8","LC-02",2019-08-01
0,0,0,"3",0,0,0,0,0,0,0,"701",0,0,"8",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,"4",0,0,0,"4",0,0,0,0,0,0,"38","18","4","1",0,"4",0,0,0,"31","1",0,0,0,0,0,"2",0,0,0,0,"2019","8","LC-03",2019-08-01
"3",0,"13","3",0,0,"1",0,0,0,0,"692",0,0,0,0,"4",0,0,0,0,0,0,"2","1",0,0,0,0,"1",0,0,0,"3",0,"6",0,"1",0,0,"301",0,"1","1",0,0,"2","96",0,"5",0,0,"1",0,0,0,"7","112",0,0,0,"2019","8","LC-04",2019-08-01
"4",0,"1","12",0,0,"2",0,0,0,0,"611",0,0,"6",0,0,0,0,0,0,0,0,"111","2",0,0,0,0,0,0,0,0,"3",0,"5","3",0,0,0,"45",0,"1",0,0,0,0,"31",0,"4",0,"2",0,0,0,0,0,"3",0,0,0,"2019","8","LC-05",2019-08-01
"4",0,"4",0,0,0,0,0,0,0,"3","541","2",0,"3",0,0,0,0,0,"1",0,0,"6",0,0,0,0,"4","7",0,0,0,"7",0,"6",0,"52","1",0,"23",0,0,0,0,0,0,"7",0,"6",0,0,"7",0,0,0,0,"2",0,0,0,"2019","9","LC-01",2019-09-01
"4",0,"4",0,0,0,0,0,0,0,"1","396",0,0,"15",0,"1",0,0,0,0,0,0,"2","2",0,"2",0,"6","4",0,0,0,"4",0,"2",0,"5",0,0,0,"3",0,"3","4",0,0,"5",0,"3","4",0,"2",0,0,0,0,0,0,0,"3","2019","9","LC-02",2019-09-01
0,0,0,0,0,0,0,0,0,0,"1","132","1",0,"21","4","1",0,0,0,0,0,0,0,"4",0,0,0,"3",0,0,0,0,0,0,0,0,0,0,0,"12",0,0,"1","3",0,0,"3",0,"4",0,0,"5",0,0,0,0,0,0,0,0,"2019","9","LC-03",2019-09-01
"1",0,0,0,0,0,0,0,0,0,"1","129",0,0,"1",0,"2",0,0,0,0,0,0,"5",0,0,0,0,0,"2",0,0,0,"4",0,0,0,"16",0,0,"16","1",0,0,0,0,0,"12",0,"4",0,"1","14",0,0,0,"3",0,0,0,0,"2019","9","LC-04",2019-09-01
"1",0,"14",0,0,0,0,0,0,0,0,"392",0,0,"21",0,0,0,0,0,0,0,0,"5","2",0,0,0,0,"2",0,0,0,0,0,0,0,0,0,0,"20","4",0,0,"28",0,0,"9",0,"2",0,0,"2",0,0,0,"1",0,0,0,0,"2019","9","LC-05",2019-09-01
0,0,"6",0,0,0,0,0,0,0,"1","366",0,0,"40",0,"2",0,0,0,0,0,0,"4",0,0,0,0,0,"10",0,0,0,"12",0,"6","5",0,"1",0,"14",0,0,0,0,0,0,"23",0,"6","2","2",0,0,0,0,"5",0,0,0,0,"2019","10","LC-01",2019-10-01
0,0,"9","3",0,0,0,0,0,0,0,"298",0,0,"22",0,0,0,0,"1",0,0,0,"4",0,0,0,0,0,"4",0,0,0,"3",0,"1","1",0,"1",0,"12",0,0,0,0,0,"1","14",0,"1",0,"2","1",0,0,"1","2",0,0,0,0,"2019","10","LC-02",2019-10-01
0,0,"8","4",0,0,0,0,0,0,0,"207",0,0,"4",0,0,0,0,0,0,0,0,"4",0,0,0,0,0,"5",0,0,0,"3",0,"1","4",0,"1",0,"17",0,0,0,0,0,0,"3",0,"3",0,"2",0,0,0,0,"3","2",0,0,0,"2019","10","LC-03",2019-10-01
0,0,"4","3",0,0,0,0,0,0,0,"301","1",0,"12",0,0,0,0,0,0,0,0,"7",0,0,0,0,0,"5",0,0,0,"7",0,"4","3",0,0,0,"16",0,"1",0,0,0,0,"4",0,"3",0,"2",0,0,0,0,"4","4",0,0,"1","2019","10","LC-04",2019-10-01
0,0,"3","2",0,0,0,0,0,0,0,0,0,0,"17",0,0,0,0,0,0,0,0,"6",0,0,0,0,0,"4",0,0,0,"12",0,"3","3",0,"1",0,"23",0,0,0,0,"2",0,"19",0,"2",0,"2",0,0,0,0,0,"4",0,0,0,"2019","10","LC-05",2019-10-01
0,0,"18",0,0,0,0,0,0,0,0,"288",0,0,"17",0,"1",0,0,0,0,0,0,"6",0,0,0,0,0,"2","4",0,0,"6",0,"7","5",0,0,0,"13",0,0,0,0,0,"2","9",0,"4",0,0,0,0,0,0,"4",0,0,0,0,"2019","11","LC-01",2019-11-01
0,0,"16",0,0,0,0,0,0,0,0,"480","1",0,"18","4",0,0,0,"1",0,0,0,"6",0,0,0,0,0,"3",0,0,"13","9",0,"21","2",0,0,0,"12",0,0,"2",0,"4",0,"14",0,"4",0,"3","2",0,0,0,"4","4",0,0,0,"2019","11","LC-02",2019-11-01
0,0,"13",0,0,0,0,0,0,0,0,0,0,0,0,0,"4","1",0,0,0,0,0,"4",0,0,0,0,0,"3",0,0,0,"5",0,"11",0,0,"1",0,"18",0,0,0,0,0,0,"17",0,"3","2",0,"2",0,0,0,0,0,0,0,"1","2019","11","LC-03",2019-11-01
0,0,"21",0,0,0,0,0,0,0,0,"421",0,0,"19",0,0,0,0,0,0,0,0,0,"2",0,0,0,0,"4","18",0,0,"5",0,"4","5",0,0,0,"9","1","1",0,0,0,0,"41",0,"4",0,0,"4",0,0,0,0,0,0,0,0,"2019","11","LC-04",2019-11-01
0,0,"8",0,0,0,0,0,0,0,0,"292",0,0,"18",0,0,0,0,0,0,0,0,"4",0,0,0,0,0,"2",0,0,0,"6",0,"7","2",0,"2",0,0,0,0,"2",0,0,0,"16",0,"2","2",0,"2","3",0,0,0,"1",0,0,0,"2019","11","LC-05",2019-11-01
"1",0,0,0,0,0,0,0,0,0,0,"521",0,0,"22",0,0,0,0,0,0,0,0,"5",0,0,0,0,0,"3",0,0,0,"4",0,0,0,0,0,0,"16",0,0,0,"17",0,0,"24",0,"2","4",0,"4",0,0,0,"4",0,0,0,"1","2019","12","LC-01",2019-12-01
"2",0,0,0,0,0,0,0,0,0,0,"436",0,0,"12",0,0,"2",0,"1",0,0,0,"6","1",0,0,0,0,"7",0,0,0,0,0,0,0,"12",0,0,"17",0,0,"3","21",0,0,"21",0,0,0,"2","2",0,0,0,"2","3",0,0,0,"2019","12","LC-02",2019-12-01
"1",0,"5",0,0,0,0,0,0,0,"1","432",0,0,"19",0,0,0,0,0,0,0,0,0,"1",0,0,0,0,0,0,0,0,"4",0,"1",0,"22",0,0,"26",0,0,0,"23",0,0,"32",0,"4","3",0,"2",0,0,0,"1",0,0,0,"1","2019","12","LC-03",2019-12-01
"1",0,"31",0,0,0,0,0,0,0,0,"654",0,0,"11",0,0,0,0,0,0,0,0,"5",0,0,0,0,0,"6",0,0,0,"7",0,0,0,"26",0,0,"18",0,0,0,"43",0,0,"12",0,"1",0,0,"1",0,0,0,"1",0,0,0,0,"2019","12","LC-04",2019-12-01
"2",0,0,0,0,0,0,0,0,0,"1","543",0,0,"10",0,0,"1",0,0,0,0,0,"8","1",0,0,0,0,"6",0,0,0,"3",0,"2",0,"11",0,0,"12",0,0,0,"21",0,"2","21",0,"3",0,"2",0,0,0,0,"3",0,0,0,0,"2019","12","LC-05",2019-12-01
