"Variable","N","Media","D.E.","Min","Max","C.V."
"2020","60","1.4","0.9","0.34","3.8","63"
"2021","73","1.1","0.86","0.13","4.9","80"
"2022","72","1.2","0.67","0.3","3.2","58"
