"Variable","N","Media","D.E.","Min","Max","C.V."
"2020","60","7.2","0.56","6.1","8.8","7.8"
"2021","73","7.3","0.59","6.1","8.7","8"
"2022","72","7.6","0.64","5.7","9.3","8.4"
