"fecha","año","mes","est","parámetro","valor"
2020-04-07,"2020","4","RL-01","Nitrógeno amoniacal",0.5
2020-04-07,"2020","4","RL-01","Nitrógeno total Kjeldahl",1.11
2020-04-07,"2020","4","RL-01","Sulfatos",102.02
2020-04-07,"2020","4","RL-01","SAAM",0.1
2020-04-07,"2020","4","RL-01","DBO",2.86
2020-04-07,"2020","4","RL-01","DQO",39.36
2020-04-07,"2020","4","RL-01","Grasas y aceites",12.11
2020-04-07,"2020","4","RL-01","Fósforo total",0.68
2020-04-07,"2020","4","RL-01","SST",20
2020-04-07,"2020","4","RL-01","Sólidos disueltos tot.",628
2020-04-07,"2020","4","RL-01","Sólidos sedimentables",0.5
2020-04-07,"2020","4","RL-01","Sulfuros",0.27
2020-04-07,"2020","4","RL-01","Aluminio",1.61
2020-04-07,"2020","4","RL-01","Arsénico",0.0025
2020-04-07,"2020","4","RL-01","Bario",0.316
2020-04-07,"2020","4","RL-01","Cadmio",0.0005
2020-04-07,"2020","4","RL-01","Cobre",0.05
2020-04-07,"2020","4","RL-01","Cromo",0.05
2020-04-07,"2020","4","RL-01","Fierro",0.512
2020-04-07,"2020","4","RL-01","Manganeso",0.115
2020-04-07,"2020","4","RL-01","Mercurio",0.00057
2020-04-07,"2020","4","RL-01","Níquel",0.1
2020-04-07,"2020","4","RL-01","Plomo",0.0057
2020-04-07,"2020","4","RL-01","Sodio",99.3
2020-04-07,"2020","4","RL-01","Zinc",0.02
2020-04-07,"2020","4","RL-01","Coliformes totales",430
2020-04-07,"2020","4","RL-01","Coliformes fecales",230
2020-04-07,"2020","4","RL-01","Temp. ambiente",33
