"Variable","N","Media","D.E.","Min","Max","C.V."
"2015","54","0.9","1","0.5","5.7","110"
"2014","35","2.3","3.5","0.53","18","151"
"2016","36","1.4","2.8","0.5","13","195"
"2017","40","1.3","2.3","0.5","9.3","176"
"2018","48","1.4","3.2","0.5","20","226"
"2019","64","1.1","2","0.5","14","179"
"2020","6","1.1","1.6","0.5","4.3","137"
"2021","51","1.7","1.7","0.5","7.9","102"
"2022","72","1.9","4","0.39","31","211"
