"Variable","N","Media","D.E.","Min","Max","C.V."
"2015","54","2.2","2.7","0.1","16","121"
"2014","34","1.5","1.6","0.1","7.5","111"
"2016","28","2.5","3.2","0.1","17","126"
"2017","37","3","1.9","0.52","8.5","63"
"2018","33","2.8","1.6","0.12","6","59"
"2019","64","1.5","4","0.1","22","270"
"2020","6","0.17","0.17","0.1","0.51","99"
"2021","51","0.34","0.42","0.1","2","122"
"2022","72","0.39","0.42","0.1","2","108"
