"Variable","N","Media","D.E.","Min","Max","C.V."
"2015","30","31","20","2","100","64"
"2014","0","","","Inf","-Inf",""
"2016","26","62","58","5","190","94"
"2017","40","52","25","12","110","48"
"2018","37","52","37","15","250","71"
"2019","64","40","13","15","80","33"
"2020","6","34","5.5","25","42","16"
"2021","51","58","29","15","120","50"
"2022","72","44","21","15","105","47"
