"Variable","N","Media","D.E.","Min","Max","C.V."
"2015","54","113","591","0.0025","3600","523"
"2014","35","1169","2445","0.0025","7700","209"
"2016","36","325","1344","0.0025","6700","413"
"2017","40","2320","2735","0.0025","9900","118"
"2018","48","1521","2511","0.0025","8500","165"
"2019","64","4038","3068","0.0025","9100","76"
"2020","6","550","1347","0.0025","3300","245"
"2021","51","2284","3098","0.0025","8500","136"
"2022","72","3012","3012","0.0025","9500","100"
