"Variable","N","Media","D.E.","Min","Max","C.V."
"2015","4","1","0","1","1","0"
"2014","4","1","0","1","1","0"
"2016","4","0","0","0","0",""
"2017","40","0","0","0","0",""
"2018","48","0.1","0.31","0","1","296"
"2019","64","0.28","0.45","0","1","161"
"2020","6","0.33","0.52","0","1","155"
"2021","51","0.25","0.44","0","1","173"
"2022","72","0.18","0.39","0","1","215"
