"Variable","N","Media","D.E.","Min","Max","C.V."
"2015","54","99","430","0.0005","2480","433"
"2014","35","2086","12339","0.0005","73000","592"
"2016","36","4278","17902","0.0005","80000","418"
"2017","40","22419","33787","0.0005","93000","151"
"2018","48","10483","26153","0.0005","94000","249"
"2019","64","20383","32206","0.0005","97000","158"
"2020","6","1367","1192","0.0005","2640","87"
"2021","51","18165","31742","0.0005","88000","175"
"2022","72","15331","28038","0.0005","89000","183"
