"Variable","N","Media","D.E.","Min","Max","C.V."
"2015","0","","","Inf","-Inf",""
"2014","0","","","Inf","-Inf",""
"2016","4","28","4.6","23","34","17"
"2017","0","","","Inf","-Inf",""
"2018","25","28","6.2","17","37","22"
"2019","64","24","4.9","12","39","20"
"2020","6","18","3.8","12","24","22"
"2021","51","26","5","16","43","19"
"2022","72","27","3.9","17","37","15"
