"Variable","N","Media","D.E.","Min","Max","C.V."
"2015","54","21","106","0.05","590","515"
"2014","35","0.05","0","0.05","0.05","0"
"2016","36","26","158","0.05","950","599"
"2017","40","0.11","0.35","0.05","2.3","320"
"2018","48","59","202","0.05","830","339"
"2019","64","0.05","0","0.05","0.05","0"
"2020","6","0.063","0.032","0.05","0.13","51"
"2021","51","0.05","0","0.05","0.05","0"
"2022","72","17","103","0.05","700","599"
