"Variable","N","Media","D.E.","Min","Max","C.V."
"2015","54","237","103","82","459","43"
"2014","35","174","79","93","375","45"
"2016","36","249","87","65","459","35"
"2017","40","210","95","95","476","45"
"2018","48","253","102","93","461","40"
"2019","64","268","83","138","494","31"
"2020","6","303","64","223","379","21"
"2021","51","218","97","96","491","45"
"2022","72","262","90","96","444","34"
