"Variable","N","Media","D.E.","Min","Max","C.V."
"2015","54","2427","3426","0.005","9100","141"
"2014","35","1360","3062","0.005","9300","225"
"2016","36","2193","3399","0.005","9800","155"
"2017","40","97","273","0.11","974","282"
"2018","48","182","328","0.11","964","180"
"2019","64","79","241","0.1","998","306"
"2020","6","0.22","0.021","0.18","0.25","9.6"
"2021","51","236","375","0.1","970","159"
"2022","72","170","292","0.03","970","172"
