"Variable","N","Media","D.E.","Min","Max","C.V."
"2015","54","43","16","23","92","37"
"2014","35","60","26","29","121","43"
"2016","36","59","42","25","232","72"
"2017","40","48","22","25","111","45"
"2018","29","56","44","18","231","79"
"2019","64","39","14","18","77","37"
"2020","6","36","6.8","30","47","19"
"2021","51","58","40","6.8","163","69"
"2022","72","36","25","5","115","69"
