"Variable","N","Media","D.E.","Min","Max","C.V."
"2015","54","4.8","5","0.4","19","104"
"2014","35","11","10","0.28","45","94"
"2016","36","5.2","7.7","0.56","28","148"
"2017","40","5.9","4.9","0.58","18","83"
"2018","48","3","3","0.1","15","99"
"2019","64","20","101","0.1","689","497"
"2020","6","2.2","1.9","0.78","5.7","85"
"2021","51","6.2","7.2","0.15","29","117"
"2022","72","5.8","9","0.49","44","157"
