"Variable","N","Media","D.E.","Min","Max","C.V."
"2015","54","101","246","0.05","840","244"
"2014","29","0.36","0.24","0.14","0.93","67"
"2016","36","228","354","0.05","970","156"
"2017","40","145","301","0.05","990","208"
"2018","48","263","373","0.05","990","142"
"2019","64","121","289","0.05","990","239"
"2020","6","347","381","0.1","760","110"
"2021","51","88","247","0.05","930","280"
"2022","72","187","320","0.05","890","171"
