"Variable","N","Media","D.E.","Min","Max","C.V."
"2015","54","84","84","7","323","100"
"2014","35","313","400","26","1450","128"
"2016","28","140","212","10","780","152"
"2017","40","91","78","8","304","86"
"2018","33","44","28","7","102","64"
"2019","63","79","58","7","276","73"
"2020","6","78","37","45","145","47"
"2021","51","179","253","9","988","141"
"2022","72","115","201","7","970","175"
