"Temperatura","pH","Oxígeno disuelto","Conductividad","Alcalinidad total","Cloruros totales","Fluoruros","Nitrógeno amoniacal","DBO","DQO","Grasas y aceites","Fósforo total","SST","Sulfuros","Aluminio","Arsénico","Bario","Cadmio","Cobre","Cromo","Fierro","Manganeso","Mercurio","Níquel","Plomo","Zinc","Coliformes fecales","Fenoles","Plata","Temp. ambiente","fecha","año","mes","est"
21,8.8,8.82,1138,405.62,78.87,3.88,1.24,12.8,87.312,5.14,1.44,14,0.31,1.164,0.0031,0.1438,0.00058,0.05,0.05,0.469,0.147,0.0005,0.1,0.0062,0.02,43,0.01,0.05,29,2025-04-08,"2025","4","RV-03"
22,8.6,6.77,628,182.09,35.16,5.44,1.12,3.7,36.689,5.44,0.97,7,0.1,1.0557,0.0242,0.0544,0.0005,0.05,0.05,0.568,0.055,0.0005,0.1,0.0048,0.02,43,0.01,0.05,30,2025-04-08,"2025","4","RV-04"
26,8.5,7.52,737,180.1,36.52,4.09,0.95,3.5,30.359,5.14,0.58,7,0.1,0.3765,0.0033,0.0354,0.0005,0.05,0.05,0.247,0.06,0.0005,0.1,0.0036,0.02,240,0.01,0.05,31,2025-04-08,"2025","4","RV-06"
20,8,7.92,776,187.16,42.59,5.05,2.42,4,30.436,5.14,0.9,7,0.2,0.5034,0.0025,0.0474,0.0005,0.05,0.05,0.631,0.057,0.0005,0.1,0.0038,0.194,2400,0.01,0.05,27,2025-04-08,"2025","4","RV-05"
21,7.7,6.06,1038,426.7,81.79,2.09,2.3,3.8,83.739,5.75,2.14,18,0.1,0.6342,0.0111,0.3951,0.0005,0.05,0.05,0.568,2.32,0.0006,0.1,0.0117,0.02,24000,0.01,0.05,29,2025-05-14,"2025","5","RV-01"
21,8.8,6.62,1549,379.51,135.99,5.56,1.01,31.3,125.995,5.87,1.62,25,0.58,1.0448,0.028,0.1219,0.0005,0.05,0.05,0.505,0.242,0.0005,0.1,0.0673,0.02,2300,0.01,0.05,30,2025-05-14,"2025","5","RV-02"
24,8.8,3.43,1181,419.67,85.53,5.12,1.52,8.9,76.521,11.89,1.65,13,0.59,0.3277,0.0247,0.135,0.0005,0.05,0.05,0.158,0.093,0.0005,0.1,0.011,0.087,4300,0.01,0.05,28,2025-05-14,"2025","5","RV-03"
27,8.6,6.2,573,182.95,29.63,4.96,1.18,2.1,38.445,5.14,0.3,9,0.41,0.794,0.0183,0.0487,0.0005,0.05,0.05,0.482,0.05,0.0005,0.1,0.014,0.05,460000,0.01,0.05,33,2025-05-14,"2025","5","RV-04"
28,8.6,6.96,581,166.12,23.12,7.32,0.9,2,28.6,12.03,0.3,12,0.15,0.502,0.0253,0.0298,0.0005,0.05,0.05,0.3,0.05,0.00063,0.1,0.0123,0.02,15000,0.01,0.05,39,2025-05-15,"2025","5","RV-06"
26,8.8,6.81,622,175.13,27.49,6.52,0.67,2,29.984,6.66,0.3,8,0.29,0.4304,0.0254,0.0435,0.0005,0.05,0.05,0.221,0.13,0.00066,0.1,0.0061,0.02,4600,0.01,0.05,32,2025-05-15,"2025","5","RV-05"
