"Temperatura","pH","Oxígeno disuelto","Conductividad","Alcalinidad total","Cloruros totales","Fluoruros","Nitrógeno amoniacal","DBO","DQO","Grasas y aceites","Fósforo total","SST","Sulfuros","Aluminio","Arsénico","Bario","Cadmio","Cobre","Cromo","Fierro","Manganeso","Mercurio","Níquel","Plomo","Zinc","Coliformes fecales","Fenoles","Plata","Temp. ambiente","fecha","año","mes","est"
17,7.8,3.15,682,225.67,43.49,4.6,0.97,2.88,18.863,8.56,0.91,20,0.51,1.015,0.0358,0.063,0.0005,0.05,0.05,0.51,0.084,0.0005,0.1,0.0032,0.02,9300,0.01,0.05,25,2022-02-01,"2022","2","RV-05"
17,8.9,5.57,1361,435.63,93.82,2.41,2.63,7.35,37.575,5.14,1.96,49,0.1,0.4881,0.0231,0.0286,0.0005,0.05,0.05,1.048,0.56,0.0005,0.1,0.0038,0.02,93,0.01,0.05,28,2022-03-15,"2022","3","RV-01"
17,8.9,9.88,1190,336.33,57.66,4.05,4.2,9.36,38.051,5.14,1.76,80,0.1,0.7599,0.035,0.0272,0.0005,0.05,0.05,2.077,0.256,0.0005,0.1,0.0031,0.021,43,0.01,0.05,25,2022-03-15,"2022","3","RV-02"
21,8.8,8.85,924,340.32,57.42,3.88,4.76,7.2,27.457,5.14,1.77,27,0.1,1.327,0.0257,0.136,0.00058,0.05,0.05,0.697,0.238,0.0005,0.1,0.0025,0.02,43,0.01,0.05,31,2022-03-16,"2022","3","RV-03"
23,8.3,6.86,1612,296.46,49.75,6.02,3.14,3.48,10.242,5.14,1.07,19,0.14,0.909,0.0372,0.077,0.0005,0.05,0.05,0.438,0.083,0.0005,0.1,0.0025,0.02,93,0.01,0.05,31,2022-03-16,"2022","3","RV-04"
23,9.5,7.53,686,199.39,36.88,4.45,3.7,3.39,30.211,5.14,0.82,31,0.1,1.5,0.0382,0.054,0.0005,0.05,0.05,0.876,0.08,0.0005,0.1,0.0028,0.02,23,0.01,0.05,28,2022-03-14,"2022","3","RV-06"
20,9.1,7.3,764,214.38,43.49,4.99,3.7,3.6,24.285,5.14,1.06,15,0.26,4.06,0.0053,0.097,0.0005,0.054,0.05,2.4,0.166,0.0005,0.1,0.0053,0.362,4600,0.01,0.05,23,2022-03-14,"2022","3","RV-05"
21,8.9,2.92,1311,293.41,57.66,4.45,0.9,6.33,15.265,5.14,1.17,50,0.1,2.99,0.0203,0.108,0.0005,0.05,0.05,1.482,0.159,0.0005,0.1,0.0037,0.14,150,0.01,0.05,26,2022-04-27,"2022","4","RV-01"
20,9.4,5.95,1026,443.61,107.17,2.55,0.62,7.23,22.397,5.14,1.8,49,0.1,3.29,0.0083,0.157,0.0005,0.05,0.05,1.482,0.456,0.0005,0.1,0.0036,0.021,4600,0.01,0.05,24,2022-04-27,"2022","4","RV-02"
20,8.5,6.42,1009,353.79,62.1,5,0.78,4.2,28.116,5.14,1.44,35,0.1,2.105,0.0258,0.142,0.0005,0.05,0.05,0.954,0.213,0.0005,0.1,0.0029,0.02,93,0.01,0.05,30,2022-04-07,"2022","4","RV-03"
25,9,7.21,802,249.6,46.38,6.16,0.78,2.26,19.275,5.14,0.94,19,0.1,0.865,0.038,0.07,0.0005,0.05,0.05,0.442,0.05,0.0005,0.1,0.0032,0.02,150,0.01,0.05,33,2022-04-07,"2022","4","RV-04"
26,8.9,7.3,612,190.4,34.09,4.44,2.46,1.67,13.194,5.14,0.65,15,0.18,0.815,0.023,0.051,0.0005,0.05,0.05,0.381,0.053,0.0005,0.1,0.0025,0.02,43,0.01,0.05,33,2022-04-27,"2022","4","RV-06"
22,8.7,6.87,679,205,36.93,5.39,0.73,1.56,6.391,5.14,0.84,9,0.16,0.825,0.0112,0.05,0.0005,0.05,0.05,0.381,0.05,0.0005,0.1,0.0025,0.02,1100,0.01,0.05,24,2022-04-27,"2022","4","RV-05"
21,8.2,7.51,1258,443.72,105.29,1.98,2.62,19.8,86.356,5.14,2.73,63,0.1,1.57,0.0185,0.136,0.0005,0.05,0.05,0.81,0.388,0.0005,0.1,0.007,0.024,1100,0.01,0.05,29,2022-05-11,"2022","5","RV-01"
23,7.9,6.97,1003,299.3,56.92,4.21,1.4,7.26,39.685,7.06,1.19,15,0.1,0.7,0.0311,0.105,0.0005,0.05,0.05,0.36,0.139,0.0005,0.1,0.0029,0.02,43,0.01,0.05,28,2022-05-11,"2022","5","RV-02"
24,8.9,6.48,1132,362.05,72.02,4.41,0.81,5.53,34.459,11.02,1.02,17,0.1,0.91,0.0044,0.137,0.0005,0.05,0.05,0.47,0.075,0.0005,0.1,0.0031,0.02,93,0.01,0.05,29,2022-05-11,"2022","5","RV-03"
27,9.1,7.62,795,223.78,43.32,7.26,1.05,3.5,27.064,9.04,0.54,12,0.1,1.01,0.0352,0.06,0.0005,0.05,0.05,0.507,0.05,0.0005,0.1,0.0031,0.02,93,0.01,0.05,34,2022-05-11,"2022","5","RV-04"
29,8.6,6.36,622,188.95,28.61,0.7,1.11,1.86,19.702,7.91,0.41,19,0.1,0.835,0.0394,0.0392,0.0005,0.05,0.05,0.48,0.236,0.0005,0.1,0.0025,0.02,75,0.01,0.05,35,2022-05-11,"2022","5","RV-06"
27,8.7,6.81,707,195.82,32.15,7.44,1.05,1.5,14.64,5.14,0.41,7,0.1,0.655,0.0046,0.0396,0.0005,0.05,0.05,0.334,0.05,0.0005,0.1,0.0047,0.02,43,0.01,0.05,31,2022-05-11,"2022","5","RV-05"
21,8.6,3.76,1169,398.8,98.72,2.19,0.5,5.37,28.379,20.55,1.41,21,0.28,0.87,0.0189,0.169,0.0005,0.05,0.05,0.406,0.609,0.0005,0.1,0.0172,0.02,1100,0.01,0.05,27,2022-06-16,"2022","6","RV-01"
23,8.5,5.19,1206,353.44,89.18,4.85,0.5,7.77,32.487,16.19,1.06,24,0.16,0.59,0.0292,0.131,0.0005,0.05,0.05,0.308,0.18,0.0005,0.1,0.0164,0.02,2400,0.01,0.05,26,2022-06-16,"2022","6","RV-02"
24,8.3,5.99,1195,398.3,69.81,5.06,0.75,4.47,17.368,7.31,1.76,23,0.1,2.05,0.035,0.146,0.00083,0.05,0.05,0.686,0.078,0.0005,0.1,0.0054,0.02,460,0.01,0.05,23,2022-06-22,"2022","6","RV-03"
27,8.6,6.65,788,202.95,43.54,7.73,0.5,2.09,5,5.14,0.7,32,0.1,5.06,0.0448,0.064,0.00104,0.05,0.05,1.268,0.066,0.0005,0.1,0.0103,0.042,23,0.01,0.05,29,2022-06-22,"2022","6","RV-04"
32,8.6,6.51,599,182.95,26.76,4.16,0.52,2.18,19.439,5.14,0.32,43,0.1,3.36,0.071,0.0462,0.0005,0.05,0.05,1.172,0.12,0.0005,0.1,0.0178,0.052,4600,0.01,0.05,37,2022-06-08,"2022","6","RV-06"
27,8.8,6.64,680,197.8,36.15,6.12,0.63,4.83,13.654,5.14,0.88,14,0.1,0.62,0.066,0.039,0.00065,0.05,0.05,0.281,0.05,0.0005,0.1,0.0146,0.03,4600,0.01,0.05,35,2022-06-08,"2022","6","RV-05"
23,8,5.17,1026,370.08,68.68,2.22,10.77,28.68,73.239,75.87,4.22,96,0.1,4.58,0.0109,0.115,0.0005,0.05,0.05,2.348,0.184,0.0005,0.1,0.0107,0.02,46000,0.01,0.05,25,2022-07-06,"2022","7","RV-01"
25,7.9,5.11,1006,378.3,66.19,2.55,10.37,44.52,98.038,71.04,4.91,793.75,0.1,34,0.024,0.266,0.00058,0.05,0.05,14.133,0.419,0.0005,0.1,0.0208,0.095,46000,0.01,0.05,28,2022-07-06,"2022","7","RV-02"
24,7.6,5.03,1470,267.28,52.3,3.14,2.1,10.2,46.351,35.66,2.03,454,0.66,28.1,0.02,0.233,0.0005,0.05,0.05,11.815,0.301,0.0005,0.1,0.0168,0.166,240000,0.01,0.05,24,2022-07-06,"2022","7","RV-03"
25,8.3,6.97,1587,336.67,58.22,5.1,0.7,15.12,37.982,27.1,1.59,184.61,1.1,10.95,0.0271,0.137,0.0005,0.05,0.05,4.749,0.192,0.0005,0.1,0.011,0.143,4600,0.01,0.05,29,2022-07-06,"2022","7","RV-04"
26,8.5,7.4,631,184.64,28.96,5.89,2.1,10.02,22.788,6.1,1.05,176.6,0.27,12.7,0.0283,0.068,0.0005,0.05,0.05,5.825,0.194,0.0005,0.1,0.0127,0.033,46000,0.01,0.05,28,2022-07-06,"2022","7","RV-06"
24,8.5,7.16,727,206.17,42.27,5.68,1.16,3.33,23.873,18.66,1.2,183.67,0.23,15.3,0.0278,0.088,0.0005,0.05,0.05,7.48,0.249,0.0005,0.1,0.0121,0.055,460000,0.024,0.05,25,2022-07-06,"2022","7","RV-05"
23,7.9,6.59,995,328.96,65.33,1.95,4.45,17.55,109.505,5.14,2.34,95,1.75,3.63,0.0025,0.107,0.00069,0.05,0.05,1.688,0.162,0.0005,0.1,0.0094,0.023,24000,0.01,0.05,26,2022-08-04,"2022","8","RV-01"
21,8,7.05,702,273.45,44.55,3.43,0.8,14.04,114.618,5.14,3.28,969.56,0.91,43.8,0.0025,0.37,0.00104,0.05,0.05,34.005,0.642,0.0005,0.1,0.0281,0.147,110000,0.01,0.05,25,2022-08-04,"2022","8","RV-02"
22,7.1,5.87,366,124.51,20.78,1.44,0.51,8.85,74.191,5.14,1.84,675.76,1.05,1.005,0.0025,0.147,0.0005,0.05,0.05,1.257,0.239,0.0005,0.1,0.0025,0.028,46000,0.01,0.05,22,2022-08-05,"2022","8","RV-03"
23,7.5,7.18,556,102.57,18.03,0.97,0.68,11.22,104.144,6.09,1.39,838.14,1.21,32.6,0.0025,0.268,0.00052,0.05,0.05,20.619,0.534,0.0005,0.1,0.0232,0.105,43000,0.01,0.05,28,2022-08-05,"2022","8","RV-04"
24,7.5,7.53,296,114.47,14.85,1.25,0.57,16.68,61.102,5.14,0.97,469.23,0.31,28.7,0.0025,0.177,0.0005,0.05,0.05,16.711,0.419,0.0005,0.1,0.0154,0.09,2400,0.01,0.05,34,2022-08-04,"2022","8","RV-06"
23,7.7,7.6,336,119.75,15.48,1.43,0.68,19.08,67.945,31.22,1.14,570.27,2.02,32.4,0.0025,0.198,0.0005,0.05,0.05,18.892,0.421,0.0005,0.1,0.0163,0.078,460000,0.01,0.05,29,2022-08-04,"2022","8","RV-05"
22,8,5.07,840,307.22,55.13,1.87,8.44,28.92,78.068,5.14,3.43,233.33,0.1,11.6,0.0025,0.175,0.00084,0.05,0.05,5.06,0.247,0.0005,0.1,0.0156,0.039,240000,0.01,0.05,28,2022-09-07,"2022","9","RV-01"
23,8,5.6,897,181.39,28.14,1.47,0.5,8.07,67.583,10.32,2.47,150.67,0.1,10.45,0.0048,0.131,0.00051,0.05,0.05,5.06,0.173,0.0005,0.1,0.009,0.024,240000,0.01,0.05,28,2022-09-07,"2022","9","RV-02"
21,8,6.3,480,157.11,23.11,1.24,1.34,6.93,61.624,5.14,2.01,150,0.1,10.1,0.0054,0.131,0.0005,0.05,0.05,5.336,0.168,0.0005,0.1,0.0087,0.033,4300,0.01,0.05,21,2022-09-07,"2022","9","RV-03"
22,8.3,7.2,322,96.02,14.69,0.82,0.5,5.94,43.003,5.14,1.54,86,0.2,1.3,0.0031,0.016,0.0005,0.05,0.05,3.908,0.115,0.0005,0.1,0.0051,0.02,4600,0.01,0.05,25,2022-09-07,"2022","9","RV-04"
24,8.1,7.49,412,131.04,22.9,1.33,0.5,1.83,20.109,13.89,1.13,36,0.87,4.53,0.0068,0.72,0.0005,0.05,0.05,1.568,0.057,0.0005,0.1,0.0031,0.02,4600,0.01,0.05,27,2022-09-27,"2022","9","RV-06"
23,8.3,7.55,421,138.8,23.77,1.11,0.5,2.8,22.992,10.9,1.11,32,1.11,4.23,0.0049,0.12,0.0005,0.05,0.05,1.644,0.061,0.0005,0.1,0.0037,0.02,240000,0.01,0.004,27,2022-09-27,"2022","9","RV-05"
19,7.6,2.6,909,311.74,60.41,1.8,0.5,7.5,36.27,18.77,3.68,56,0.71,2.33,0.0025,0.147,0.00124,0.05,0.05,1.653,0.713,0.0005,0.1,0.0154,0.02,2400,0.01,0.05,25,2022-10-03,"2022","10","RV-01"
23,8,12.59,877,290.66,47.3,3.12,0.5,11.88,46.294,5.14,2.99,35,1.05,2.17,0.0142,0.105,0.00113,0.05,0.05,0.86,0.147,0.0005,0.1,0.0119,0.02,4600,0.01,0.05,28,2022-10-03,"2022","10","RV-02"
21,8.4,8.37,674,261.04,36.64,3.59,31,5.11,24.842,9.91,1.82,31,0.92,2.27,0.0092,0.182,0.0005,0.05,0.05,0.815,0.115,0.0005,0.1,0.0072,0.02,460,0.01,0.05,25,2022-10-06,"2022","10","RV-03"
24,8.7,8.25,1148,217.11,32.01,1.75,0.5,3.55,10.935,10.19,1.81,28,0.98,2.92,0.0025,0.159,0.0005,0.05,0.05,1.059,0.069,0.0005,0.1,0.0076,0.02,4600,0.01,0.05,26,2022-10-06,"2022","10","RV-04"
24,8.6,7.39,438,142.01,19.53,1.53,0.6,3.23,23.245,17.87,1.65,26,0.18,2.21,0.0025,0.107,0.00057,0.05,0.05,1.107,0.056,0.0005,0.1,0.0095,0.02,4600,0.01,0.05,27,2022-10-03,"2022","10","RV-06"
22,8.6,7.68,451,144.67,21.84,1.78,0.5,3.52,21.538,5.14,1.29,24,0.29,3.111,0.0092,0.177,0.0064,0.05,0.05,1.364,0.057,0.0005,0.1,0.0095,0.02,46000,0.01,0.05,23,2022-10-03,"2022","10","RV-05"
17,8.3,7.38,1104,310.88,64.25,4.76,0.5,7.17,40.268,8.58,1.53,48,0.3,8.1,0.0036,0.173,0.0005,0.07,0.05,0.987,0.159,0.0005,0.1,0.0116,0.023,460,0.01,0.05,25,2022-11-22,"2022","11","RV-01"
17,8.4,9.23,976,386.72,95.19,3.67,0.5,8.01,58.515,9.83,2.23,104.22,0.3,7.58,0.0073,0.231,0.00076,0.05,0.05,3.215,0.309,0.0005,0.1,0.019,0.032,4600,0.01,0.05,24,2022-11-22,"2022","11","RV-02"
16,8.2,6.9,749,274.45,45.41,2.07,0.5,11.7,41.643,6.97,2.06,72,0.1,2.94,0.0081,0.192,0.0005,0.05,0.05,2.212,0.241,0.0005,0.1,0.0114,0.025,460,0.01,0.05,21,2022-11-17,"2022","11","RV-03"
20,8.8,7.87,720,228.79,45.17,2.54,0.5,3.87,28.043,6.38,1.47,29,0.56,2.76,0.013,0.137,0.00055,0.05,0.05,0.992,0.084,0.0005,0.1,0.0113,0.025,43,0.01,0.05,23,2022-11-17,"2022","11","RV-04"
21,8.6,7.8,580,183.15,26.61,5.29,0.5,2.12,16.647,5.69,0.86,11,0.52,1.28,0.0025,0.044,0.00062,0.05,0.05,0.322,0.05,0.0005,0.1,0.0036,0.02,460,0.01,0.05,24,2022-11-23,"2022","11","RV-06"
20,8.8,7.81,587,185.92,30.74,5.09,0.5,2.38,16.229,6.58,0.88,8,0.8,2.355,0.011,0.03,0.00062,0.05,0.05,0.608,0.058,0.0005,0.1,0.0037,0.115,11000,0.01,0.05,29,2022-11-23,"2022","11","RV-05"
15,7.9,5.02,1125,366.27,80.28,1.91,0.5,8.67,30.254,8.38,2.57,69,0.28,5.56,0.012,0.22,0.0005,0.05,0.05,1.457,0.352,0.0005,0.1,0.0121,0.023,240,0.01,0.05,26,2022-12-08,"2022","12","RV-01"
16,8.7,9.18,1056,335.83,62.12,3.19,0.5,9.86,32.483,5.87,1.56,62,0.32,3.4,0.02,0.195,0.00069,0.05,0.05,1.882,0.138,0.0005,0.1,0.0083,0.034,93,0.01,0.05,23,2022-12-08,"2022","12","RV-02"
16,8.3,8.05,818,298.9,45.46,2.31,0.5,6.93,7.424,17.27,1.4,51,1.37,3.94,0.0144,0.3,0.0005,0.05,0.05,1.863,0.193,0.0005,0.1,0.0066,0.02,11000,0.01,0.05,21,2022-12-07,"2022","12","RV-03"
21,8.7,8.27,680,239.68,38.08,4.24,0.5,4.84,19.582,8.07,1.4,21,0.1,1.78,0.0194,0.216,0.00053,0.05,0.05,0.577,0.087,0.0005,0.1,0.0036,0.02,240,0.01,0.05,27,2022-12-07,"2022","12","RV-04"
21,8.6,7.83,538,189.98,28.9,3.4,0.5,3.61,12.51,5.16,0.74,26,0.14,1.905,0.0212,0.129,0.0005,0.08,0.05,0.744,0.07,0.0005,0.1,0.0039,0.02,23,0.01,0.05,30,2022-12-07,"2022","12","RV-06"
19,8.5,6.39,637,203.74,31.86,3.94,0.5,3.06,9.874,11.28,0.95,19,0.56,1.875,0.0215,0.127,0.0005,0.05,0.05,0.577,0.059,0.0005,0.1,0.0046,0.02,4600,0.01,0.05,31,2022-12-07,"2022","12","RV-05"
12,8.7,8.76,1281,413.88,90.87,3.25,0.5,6.51,59.199,6.06,4.05,51,0.28,2.91,0.0116,0.115,0.0005,0.05,0.05,1.493,0.17,0.0005,0.1,0.0025,0.02,750,0.01,0.05,28,2023-01-20,"2023","1","RV-01"
11,8.5,9.04,1108,343.89,64.3,4.58,0.5,8.34,53.989,6.08,1.63,72,0.1,3.42,0.0025,0.093,0.0005,0.05,0.05,1.738,0.21,0.0005,0.1,0.0025,0.023,1100,0.01,0.05,25,2023-01-20,"2023","1","RV-02"
17,9.1,9.83,1186,326.77,53.03,4.44,0.5,2.89,28.468,6.85,1.47,53,0.53,3.77,0.0034,0.116,0.0005,0.05,0.05,1.702,0.207,0.00065,0.1,0.0085,0.02,240,0.01,0.05,28,2023-01-11,"2023","1","RV-03"
19,8.7,8.2,1038,277.93,44.68,5.97,0.5,1.33,16.118,5.47,1.1,25,0.14,1.345,0.0228,0.08,0.0005,0.05,0.05,0.64,0.077,0.00073,0.1,0.0089,0.02,23,0.01,0.05,26,2023-01-11,"2023","1","RV-04"
17,8.4,8.81,468,207.3,31.13,5.45,0.5,1.36,13.167,5.58,0.66,10,0.1,0.62,0.038,0.052,0.0005,0.05,0.05,0.36,0.05,0.0005,0.1,0.0025,0.056,240,0.01,0.05,27,2023-01-18,"2023","1","RV-06"
14,8.6,8.53,692,225,36.86,5.42,0.71,1.5,16.162,6.84,0.89,8,0.1,0.695,0.0388,0.057,0.0005,0.05,0.05,0.474,0.053,0.0005,0.1,0.0025,0.027,240000,0.01,0.05,20,2023-01-18,"2023","1","RV-05"
15,8.4,5.01,1286,442.82,93,2.94,0.5,4.92,34.47,7.43,1.88,74,0.1,5.14,0.0237,0.164,0.0005,0.05,0.05,2.287,0.439,0.0005,0.1,0.0093,0.025,460,0.01,0.05,27,2023-02-16,"2023","2","RV-01"
16,8.6,8.01,1165,382.14,63.57,4.72,0.5,7.35,33.14,7.53,1.19,65,0.1,4.54,0.0298,0.116,0.0005,0.05,0.05,2.057,0.172,0.0005,0.1,0.0067,0.023,93,0.01,0.05,27,2023-02-16,"2023","2","RV-02"
21,8,7.88,609,202.51,33.46,5.44,0.5,1.61,8.013,7.24,0.65,434,0.18,0.302,0.0025,0.0462,0.0005,0.05,0.05,0.157,0.05,0.0005,0.1,0.0025,0.02,43,0.01,0.05,26,2023-02-15,"2023","2","RV-03"
21,7.9,8.8,612,203.11,32.98,5.32,0.5,1.65,7.169,13.95,0.57,432,0.16,0.445,0.0025,0.0258,0.0005,0.05,0.05,0.231,0.05,0.0005,0.1,0.0111,0.02,93,0.01,0.05,30,2023-02-15,"2023","2","RV-04"
21,8.8,7.97,652,225.62,33.7,5.35,0.5,1.48,9.666,5.85,0.63,7,0.1,0.355,0.0025,0.051,0.0005,0.05,0.05,0.189,0.05,0.0005,0.1,0.0034,0.02,43,0.01,0.05,30,2023-02-16,"2023","2","RV-06"
18,8.6,7.95,719,222.91,37.98,5.84,0.5,2.06,12.498,7.17,0.96,7,0.28,0.655,0.0025,0.056,0.0005,0.05,0.05,0.362,0.058,0.0005,0.1,0.005,0.02,4600,0.01,0.05,22,2023-02-16,"2023","2","RV-05"
16,8.7,5.9,1381,470.88,105.29,2.27,1.15,15.2,54.822,8.86,1.15,94.52,0.1,6.42,0.0196,0.193,0.0005,0.05,0.05,2.833,0.881,0.0005,0.1,0.0027,0.02,2400,0.01,0.05,23,2023-03-08,"2023","3","RV-01"
15,9.1,5.84,1198,353.91,82.9,3.9,0.97,12,41.914,5.42,1.41,70,0.1,3.46,0.0292,0.113,0.0005,0.05,0.05,1.531,0.195,0.0005,0.1,0.0025,0.02,24000,0.01,0.05,30,2023-03-08,"2023","3","RV-02"
18,8.9,8.63,1051,367.1,63.82,3.19,0.5,7.7,16.6,7.17,1.58,25,0.1,1.555,0.0222,0.127,0.0005,0.05,0.05,0.528,0.169,0.0005,0.1,0.0025,0.02,23,0.01,0.05,27,2023-03-07,"2023","3","RV-03"
22,8.8,6.75,902,275.82,46.62,5.67,0.5,4.1,5.811,5.29,0.98,12,0.1,1.015,0.0209,0.076,0.0005,0.05,0.05,0.45,0.057,0.0005,0.1,0.0025,0.02,2400,0.01,0.05,30,2023-03-07,"2023","3","RV-04"
23,9,7.71,674,209.04,35.02,4.19,0.5,3.9,9.176,6.1,0.69,13,0.1,0.433,0.0285,0.041,0.0005,0.05,0.05,0.197,0.05,0.0005,0.1,0.0025,0.02,43,0.01,0.05,34,2023-03-07,"2023","3","RV-06"
20,8.6,7.49,764,240.4,44.34,5.13,0.5,7.8,18.647,7.03,1.23,11,0.1,0.665,0.0123,0.061,0.0005,0.05,0.05,0.493,0.05,0.0005,0.1,0.0025,0.02,24000,0.01,0.05,30,2023-03-07,"2023","3","RV-05"
20,8.9,2.81,236,477.9,103.32,3.14,0.5,10,30.382,14.49,1.29,27,0.71,1.435,0.0025,0.197,0.0005,0.05,0.05,0.616,0.788,0.0005,0.1,0.003,0.02,11000,0.01,0.05,37,2023-04-20,"2023","4","RV-01"
23,8.8,6.55,1078,417.66,71.91,4.46,0.5,9.3,37.809,8.66,1.42,43,0.16,2.9,0.0025,0.148,0.0005,0.05,0.05,1.194,0.141,0.0005,0.1,0.0025,0.02,23,0.01,0.05,36,2023-04-20,"2023","4","RV-03"
27,9,7.31,769,227.06,40.21,7.82,0.5,3.8,10.366,10.2,0.72,7,0.18,1.095,0.0025,0.055,0.0005,0.05,0.05,0.438,0.05,0.0005,0.1,0.0076,0.02,9,0.01,0.05,36,2023-04-20,"2023","4","RV-04"
29,9.1,7.07,1112,195.39,29.89,5.82,0.5,3.8,9.639,11.01,0.37,10,0.1,0.615,0.0025,0.0368,0.0005,0.05,0.05,0.296,0.05,0.0005,0.1,0.0039,0.02,43,0.01,0.05,41,2023-04-20,"2023","4","RV-06"
25,8.8,6.51,688,198.23,34.05,6.4,0.5,3.6,13.798,11.93,0.52,7,0.12,0.48,0.0025,0.0342,0.0005,0.05,0.05,0.31,0.5,0.0005,0.1,0.0044,0.02,1500,0.01,0.05,32,2023-04-20,"2023","4","RV-05"
25,8.8,6.78,1205,414.15,77.1,4.17,1.02,5.6,30.974,10.19,0.8,16,1.87,2.255,0.0025,0.134,0.00112,0.05,0.05,1.016,0.11,0.0005,0.1,0.0145,0.02,240,0.01,0.05,33,2023-05-09,"2023","5","RV-03"
28,8.9,7.22,773,197.93,34.93,9.03,0.72,3.7,32.346,10.7,0.54,7,0.6,1.34,0.0035,0.051,0.00147,0.05,0.05,0.61,0.05,0.0005,0.1,0.0088,0.02,460,0.01,0.05,41,2023-05-09,"2023","5","RV-04"
28,9.1,7.67,601,181.89,26.76,4.14,0.5,5.2,12.209,7.31,0.35,9,0.22,0.52,0.0241,0.0322,0.0005,0.05,0.05,0.198,0.05,0.0005,0.1,0.0029,0.02,750,0.01,0.05,39,2023-05-11,"2023","5","RV-06"
26,8.9,7.13,682,191.23,32.19,7.5,0.5,5.3,12.806,7.35,0.5,7,0.62,0.505,0.0039,0.032,0.0005,0.05,0.05,0.297,0.05,0.0005,0.1,0.0033,0.02,460,0.01,0.05,34,2023-05-11,"2023","5","RV-05"
24,9,10.29,1014,409.13,84.45,3.62,50,,65.621,5.59,2.16,41,0.1,2.425,0.035,0.132,0.00103,0.05,0.05,1.127,0.152,0.0005,0.1,0.0152,0.029,460,0.01,0.05,36,2023-06-08,"2023","6","RV-03"
27,8.8,6.38,736,194.22,32.73,7.69,0.54,3.5,10.493,5.38,0.38,7,0.1,1.25,,0.0444,0.0005,0.05,0.05,0.56,0.06,0.0005,0.1,0.0078,0.023,1100,0.01,0.05,29,2023-06-08,"2023","6","RV-04"
30,9,7.75,626,172.41,20.84,5.05,0.6,3.7,11.75,5.14,0.33,27,0.16,1.33,,0.0342,0.0005,0.05,0.05,0.653,0.069,0.0005,0.1,0.0078,0.023,46000,0.01,0.05,38,2023-06-07,"2023","6","RV-06"
28,9.2,6.95,1400,183.82,25.44,7.64,0.85,4,7.86,5.14,0.47,7,0.14,0.565,,0.03,0.0005,0.05,0.05,0.261,0.05,0.0005,0.1,0.0072,0.02,46000,0.01,0.05,35,2023-06-07,"2023","6","RV-05"
22,8.4,3.64,1211,389.11,79.84,4.21,0.5,,77.941,14.71,3.47,61,0.13,1.53,0.0028,0.129,0.00162,0.05,0.05,0.802,0.611,0.0005,0.1,0.0197,0.02,4600,0.01,0.05,29,2023-07-26,"2023","7","RV-01"
25,8.7,7.87,1109,286.9,62.21,4.21,0.5,6.9,37.247,,2.13,21,0.27,0.81,0.0268,0.095,0.0011,0.05,0.05,0.427,0.086,0.0005,0.1,0.0158,0.02,4600,0.01,0.05,27,2023-07-26,"2023","7","RV-02"
25,7.7,4.26,588,202.09,31.14,0.9,2.82,,54.731,5.14,2.5,,0.1,13.25,0.0164,0.155,0.0012,0.05,0.05,5.37,0.17,0.0005,0.1,,0.033,,0.01,0.05,31,2023-07-10,"2023","7","RV-03"
26,8.5,6.04,812,238.12,44.99,3.78,0.5,5.1,41.472,5.14,0.93,,0.1,,,0.116,0.00302,0.05,0.05,,0.215,0.0005,0.1,0.0143,0.037,46000,0.01,0.05,28,2023-07-10,"2023","7","RV-04"
24,8.2,7.22,345,118.83,18.45,1.63,0.6,7.7,73.072,,1.31,,0.37,27.7,0.0088,0.162,0.00339,0.05,0.05,,0.737,0.0005,0.1,,0.147,,0.01,0.05,30,2023-07-27,"2023","7","RV-06"
21,8,7.46,342,119.14,19.81,1.53,,7.6,,5.42,1.65,,0.13,25.9,0.0028,0.107,0.00395,0.05,0.05,,0.45,0.0005,0.1,,0.235,46000,0.01,0.05,25,2023-07-27,"2023","7","RV-05"
24,8.2,4.62,1134,361.79,75.57,2.33,2.12,,79.241,8.43,3.24,,0.1,4.85,0.0197,0.166,0.00148,0.05,0.107,1.563,0.54,0.0005,0.1,0.0149,0.02,93,0.01,0.05,30,2023-08-04,"2023","8","RV-01"
25,8.6,8.1,1150,367.36,75.86,2.04,0.5,5.9,36.391,6.8,2.69,49,0.1,2.67,0.0069,0.104,0.00088,0.05,0.05,0.82,0.136,0.0005,0.1,0.0093,0.02,43,0.01,0.05,30,2023-08-04,"2023","8","RV-02"
25,8,3.24,914,292.47,57.41,1.91,0.97,4.8,25.744,7.25,,36,0.1,2.445,0.0032,0.102,0.00084,0.05,0.05,1.644,0.147,0.0005,0.1,0.0076,0.02,93,0.01,0.05,32,2023-08-04,"2023","8","RV-03"
28,8.5,6.44,856,262.11,55.03,2.7,0.5,4.7,23.513,6.59,1.3,,,,0.0037,0.111,0.00082,0.05,0.05,4.62,0.178,0.0005,0.1,,0.02,1100,0.01,0.05,34,2023-08-04,"2023","8","RV-04"
24,8.1,7.01,414,120.36,22.19,1.38,0.67,14.4,70.171,,1.11,,0.1,33.2,0.0025,0.239,0.00208,0.05,0.05,,1.362,0.0005,0.1,,0.164,,0.01,0.05,31,2023-08-04,"2023","8","RV-06"
22,8.3,7.28,413,120.87,22.1,1.35,,,,,1.45,,0.1,12.6,0.0025,0.096,0.0036,0.05,0.05,8.97,0.449,0.0005,0.1,0.0098,0.253,11000,0.01,0.05,23,2023-08-04,"2023","8","RV-05"
