"Temperatura","pH","Oxígeno disuelto","Conductividad","Turbiedad","Alcalinidad total","Cloruros totales","Dureza total","Fluoruros","Nitrógeno de nitratos","Nitrógeno de nitritos","Nitrógeno amoniacal","Nitrógeno total Kjeldahl","Sulfatos","SAAM","DBO","DQO","Grasas y aceites","Fósforo total","SST","Sólidos disueltos tot.","Sólidos sedimentables","Aluminio","Arsénico","Bario","Cadmio","Cobre","Cromo","Fierro","Manganeso","Mercurio","Níquel","Plomo","Sodio","Zinc","Coliformes totales","Coliformes fecales","Sólidos totales","Nitrógeno total","Profundidad","Temp. ambiente","Transparencia Secchi","Sulfuros","Clorofilas","fecha","año","mes","est"
23,8.2,4.41,815,12,332.83,68.56,180.77,0.58,0.1,0.015,0.5,2.56,10,0.1,3.66,36.364,10.13,0.56,21,483,0.1,2.175,0.0025,0.059,0.0005,0.05,0.05,0.485,0.08,0.0005,0.1,0.0041,88.2,0.02,11000,2400,504,2.57,,27,,1.39,31.23,2022-09-19,"2022","9","LZ-01"
24,8.5,6.4,815,13,329.81,68.32,179.78,0.62,0.1,0.01,0.5,2.5,10,0.1,4.62,38.295,13.92,0.3,25,471,0.1,1.105,0.0025,0.19,0.0005,0.05,0.05,0.409,0.061,0.0005,0.1,0.0051,90,0.02,4600,2400,496,2.5,,31,,1.45,34.26,2022-09-19,"2022","9","LZ-02"
23,8.5,6.07,824,23,330.82,69.86,188.67,0.52,0.1,0.01,0.5,2.15,10,0.1,4.56,44.394,5.14,0.3,46,491,0.2,3.31,0.0025,0.204,0.0005,0.05,0.05,0.956,0.077,0.0005,0.1,0.0066,89,0.02,4600,2400,537,2.15,,27,,1.76,39.58,2022-09-19,"2022","9","LZ-03"
24,8.3,6.09,819,19,328.31,67.93,184.72,0.57,0.1,0.01,0.5,2.56,10,0.1,4.8,39.86,5.14,0.3,36,470,0.1,2.44,0.0025,0.209,0.0005,0.05,0.05,0.75,0.072,0.0005,0.1,0.0067,89.7,0.02,46000,24000,506,2.56,,27,,1.9,39,2022-09-19,"2022","9","LZ-04"
22,8,3.04,808,20,316.18,67.93,183.85,0.54,0.11,0.023,0.5,1.62,10,0.11,3.36,44.956,5.14,0.42,31,466,0.1,1.315,0.0025,0.113,0.0005,0.05,0.05,0.549,0.092,0.0005,0.1,0.0072,87.1,0.043,4600,4600,497,1.75,,26,,0.39,31.08,2022-10-10,"2022","10","LZ-01"
22,8.6,6.93,798,12,318.18,70.05,185.04,0.48,0.15,0.01,0.5,1.44,10,0.13,3.06,41.769,10.2,0.3,18,460,0.1,1.12,0.0025,0.132,0.0005,0.05,0.05,0.398,0.061,0.0005,0.1,0.0058,88.3,0.02,4600,4600,478,1.59,,26,,0.55,41.19,2022-10-10,"2022","10","LZ-02"
21,8.7,7.64,797,12,324.18,68.8,184.84,0.46,0.12,0.012,0.5,2.58,10,0.14,3.48,34.66,14.49,0.32,23,444,0.1,1.28,0.0025,0.148,0.0005,0.05,0.05,0.488,0.062,0.0005,0.1,0.015,87.5,0.02,2400,2400,467,2.71,,22,,0.55,42.62,2022-10-10,"2022","10","LZ-03"
22,8.6,7.25,803,13,320.68,68.65,186.04,0.46,0.11,0.01,0.5,2.82,10,0.15,3.24,37.939,5.14,0.3,26,465,0.1,1.07,0.0025,0.179,0.0005,0.05,0.05,0.379,0.056,0.0005,0.1,0.0025,87.4,0.02,2400,2400,491,2.93,,22,,0.27,29,2022-10-10,"2022","10","LZ-04"
23,8.4,6.94,1080,6.2,319.54,69.23,194.96,0.74,0.1,0.017,0.5,2.12,10,0.21,2.44,47.473,5.66,0.3,13,465,0.1,0.97,0.0025,0.146,0.0005,0.05,0.05,0.16,0.069,0.0005,0.1,0.0025,91.5,0.02,2400,2400,478,2.14,,27,,0.44,10.5,2022-12-13,"2022","12","LZ-01"
24,8.5,7.68,798,5.8,321.53,67.69,195.77,0.6,0.1,0.01,0.5,2.82,10,0.1,2.58,47.381,5.14,0.3,14,466,0.1,28.3,0.0025,0.118,0.0005,0.05,0.05,0.222,0.067,0.0005,0.1,0.0025,90.8,0.02,2400,2400,480,2.83,,27,,0.68,21.24,2022-12-13,"2022","12","LZ-02"
23,8.4,6.29,1046,7.2,319.54,67.79,194.16,0.85,0.1,0.017,0.5,3.06,10,0.1,2.62,47.429,7.72,0.3,15,489,0.1,0.815,0.0025,0.144,0.0005,0.05,0.05,0.193,0.075,0.0005,0.1,0.0025,91.6,0.02,4600,2400,504,3.08,,26,,0.9,17.2,2022-12-13,"2022","12","LZ-03"
24,8.5,8.01,799,12,319.04,67.45,197.58,0.83,0.11,0.01,0.5,3,10,0.1,3.53,52.086,8.82,0.3,26,467,0.1,0.855,0.0025,0.18,0.0005,0.05,0.05,0.278,0.082,0.0005,0.1,0.0025,91,0.02,46000,46000,493,3.11,,26,,0.36,24,2022-12-13,"2022","12","LZ-04"
